customer_id,signup_date,acquisition_channel,risk_tier_at_signup,income_band,region,age_band
1456,2023-10-09,paid_search,C,40-70k,NY,35-44
1457,2023-10-18,partnership,C,70-110k,Other,25-34
1458,2023-10-26,partnership,B,110k+,Other,35-44
1459,2023-10-14,referral,A,70-110k,NY,18-24
1460,2023-10-27,partnership,C,110k+,Other,25-34
1461,2023-10-25,organic,A,40-70k,Other,35-44
1462,2023-10-09,referral,C,40-70k,Other,45-54
1463,2023-10-07,paid_search,A,110k+,Other,18-24
1464,2023-10-28,affiliate,A,110k+,Other,45-54
1465,2023-10-19,paid_search,C,40-70k,Other,55+
1466,2023-10-27,partnership,A,70-110k,NY,25-34
1467,2023-10-29,affiliate,B,110k+,NY,25-34
1468,2023-10-14,partnership,B,<40k,Other,55+
1469,2023-10-02,organic,A,40-70k,Other,25-34
1470,2023-10-29,organic,A,110k+,Other,35-44
1471,2023-10-19,paid_search,B,110k+,Other,35-44
1472,2023-10-04,organic,C,40-70k,NJ,25-34
1473,2023-10-17,affiliate,B,40-70k,NY,25-34
1474,2023-10-01,paid_search,C,40-70k,NY,25-34
1475,2023-10-09,affiliate,A,110k+,NJ,25-34
1476,2023-10-11,organic,B,<40k,NY,45-54
1477,2023-10-15,organic,B,70-110k,Other,55+
1478,2023-10-18,affiliate,A,110k+,Other,25-34
1479,2023-10-27,paid_search,D,40-70k,Other,35-44
1480,2023-10-11,organic,B,<40k,Other,35-44
1481,2023-10-23,paid_search,A,<40k,Other,25-34
1482,2023-10-30,organic,B,70-110k,NY,35-44
1483,2023-10-24,affiliate,A,110k+,Other,25-34
1484,2023-10-08,organic,B,40-70k,Other,25-34
1485,2023-10-22,paid_search,B,110k+,NY,35-44
1486,2023-10-09,affiliate,A,70-110k,NY,55+
1487,2023-10-15,paid_search,A,40-70k,Other,45-54
1488,2023-10-20,affiliate,B,70-110k,NY,35-44
1489,2023-10-10,paid_search,A,40-70k,Other,45-54
1490,2023-10-01,referral,A,<40k,Other,18-24
1491,2023-10-26,paid_search,A,40-70k,NY,25-34
1492,2023-10-23,paid_search,D,<40k,NJ,45-54
1493,2023-10-04,partnership,B,70-110k,Other,35-44
1494,2023-10-12,affiliate,B,70-110k,Other,45-54
1495,2023-10-09,affiliate,A,70-110k,Other,25-34
1496,2023-10-31,partnership,C,40-70k,NY,45-54
1497,2023-10-30,organic,A,40-70k,NY,55+
1498,2023-10-22,partnership,B,70-110k,Other,35-44
1499,2023-10-14,affiliate,D,40-70k,NJ,55+
1500,2023-10-02,paid_search,B,<40k,NY,35-44
1501,2023-10-08,paid_search,A,70-110k,NY,35-44
1502,2023-10-03,organic,A,110k+,NY,25-34
1503,2023-10-25,referral,A,70-110k,Other,35-44
1504,2023-10-03,organic,A,110k+,NJ,18-24
1505,2023-10-22,paid_search,C,40-70k,Other,25-34
1506,2023-10-30,affiliate,B,40-70k,NY,25-34
1507,2023-10-10,affiliate,D,40-70k,NJ,25-34
1508,2023-10-22,organic,B,40-70k,NY,25-34
1509,2023-10-28,partnership,B,70-110k,NY,18-24
1510,2023-10-14,paid_search,B,70-110k,Other,25-34
1511,2023-10-14,partnership,B,110k+,Other,25-34
1512,2023-10-07,organic,B,40-70k,NY,25-34
1513,2023-10-14,organic,C,40-70k,Other,35-44
1514,2023-10-28,affiliate,B,<40k,Other,18-24
1515,2023-10-21,organic,A,40-70k,NJ,35-44
1516,2023-10-07,paid_search,A,40-70k,Other,18-24
1517,2023-10-17,organic,A,40-70k,NY,35-44
1518,2023-10-22,partnership,A,70-110k,Other,25-34
1519,2023-10-03,partnership,D,70-110k,NY,25-34
1520,2023-10-24,partnership,A,40-70k,NJ,35-44
1521,2023-10-07,referral,A,40-70k,NY,55+
1522,2023-10-10,partnership,C,<40k,Other,25-34
1523,2023-10-13,paid_search,B,70-110k,Other,18-24
1524,2023-10-16,paid_search,A,110k+,NY,25-34
1525,2023-10-29,partnership,B,70-110k,Other,45-54
1526,2023-10-07,referral,B,<40k,Other,45-54
1527,2023-10-08,referral,C,<40k,NY,45-54
1528,2023-10-12,partnership,A,<40k,Other,35-44
1529,2023-10-27,organic,A,<40k,NY,45-54
1530,2023-10-30,referral,A,40-70k,NY,25-34
1531,2023-10-15,referral,A,40-70k,Other,25-34
1532,2023-10-22,affiliate,A,70-110k,NJ,25-34
1533,2023-10-29,partnership,A,<40k,NY,45-54
1534,2023-10-27,affiliate,A,110k+,Other,18-24
1535,2023-10-22,referral,A,40-70k,NY,35-44
1536,2023-10-17,organic,A,110k+,NJ,45-54
1537,2023-10-31,partnership,C,40-70k,Other,55+
1538,2023-10-08,organic,A,40-70k,NY,25-34
1539,2023-10-12,paid_search,B,40-70k,NJ,45-54
1540,2023-10-23,organic,A,70-110k,NY,45-54
1541,2023-10-01,paid_search,B,<40k,Other,25-34
1542,2023-10-16,paid_search,B,70-110k,NJ,35-44
1543,2023-10-27,referral,C,70-110k,Other,45-54
1544,2023-10-06,affiliate,B,70-110k,Other,25-34
1545,2023-10-25,partnership,A,40-70k,NY,25-34
1546,2023-10-13,paid_search,A,70-110k,NY,25-34
1547,2023-10-27,organic,B,40-70k,NJ,45-54
1548,2023-10-20,partnership,D,40-70k,NY,18-24
1549,2023-10-05,affiliate,D,40-70k,Other,35-44
1550,2023-10-23,affiliate,A,70-110k,Other,45-54
1551,2023-10-02,partnership,A,70-110k,NY,55+
1552,2023-10-08,partnership,A,70-110k,NY,35-44
1553,2023-10-28,affiliate,B,40-70k,Other,45-54
1554,2023-10-28,referral,C,40-70k,Other,35-44
1555,2023-10-02,partnership,B,40-70k,Other,25-34
1556,2023-10-12,affiliate,A,40-70k,NY,25-34
1557,2023-10-03,paid_search,A,110k+,Other,18-24
1558,2023-10-09,organic,B,110k+,Other,45-54
1559,2023-10-30,paid_search,D,40-70k,Other,55+
1560,2023-10-07,partnership,A,110k+,Other,45-54
1561,2023-10-20,affiliate,C,40-70k,NJ,35-44
1562,2023-10-25,paid_search,C,70-110k,Other,45-54
1563,2023-10-28,affiliate,D,<40k,Other,18-24
1564,2023-10-11,organic,B,<40k,Other,25-34
1565,2023-10-22,paid_search,A,70-110k,Other,25-34
1566,2023-10-15,referral,B,<40k,NY,25-34
1567,2023-10-04,paid_search,B,70-110k,Other,45-54
1568,2023-10-07,paid_search,B,70-110k,Other,25-34
1569,2023-10-24,paid_search,A,40-70k,Other,35-44
1570,2023-10-22,paid_search,A,110k+,Other,25-34
1571,2023-10-17,partnership,A,40-70k,NJ,45-54
1572,2023-10-25,referral,B,<40k,NJ,18-24
1573,2023-10-22,affiliate,A,40-70k,Other,35-44
1574,2023-10-11,affiliate,C,<40k,Other,18-24
1575,2023-10-10,paid_search,A,110k+,Other,25-34
1576,2023-10-30,affiliate,B,70-110k,Other,35-44
1577,2023-10-31,paid_search,A,70-110k,NY,18-24
1578,2023-10-01,organic,B,70-110k,NY,45-54
1579,2023-10-25,partnership,B,70-110k,NY,25-34
1580,2023-10-05,paid_search,A,40-70k,NY,25-34
1581,2023-10-27,paid_search,A,40-70k,Other,45-54
1582,2023-10-19,organic,A,110k+,NY,25-34
1583,2023-10-22,partnership,C,40-70k,NY,25-34
1584,2023-10-22,organic,B,70-110k,NJ,25-34
1585,2023-10-19,paid_search,A,70-110k,NY,45-54
1586,2023-10-08,partnership,B,40-70k,Other,18-24
1587,2023-10-26,paid_search,A,70-110k,NJ,45-54
1588,2023-10-18,referral,C,40-70k,NY,35-44
1589,2023-10-17,organic,A,40-70k,Other,45-54
1590,2023-10-10,partnership,D,<40k,NY,25-34
1591,2023-10-01,referral,C,<40k,NY,18-24
1592,2023-10-18,affiliate,C,70-110k,Other,18-24
1593,2023-10-11,affiliate,C,40-70k,NY,25-34
1594,2023-10-21,paid_search,B,40-70k,Other,35-44
1595,2023-10-12,partnership,A,70-110k,Other,18-24
1596,2023-10-31,partnership,B,40-70k,NY,35-44
1597,2023-10-22,affiliate,B,40-70k,NY,35-44
1598,2023-10-15,referral,A,110k+,NJ,45-54
1599,2023-10-22,affiliate,A,110k+,NY,25-34
1600,2023-10-21,affiliate,A,<40k,Other,45-54
1601,2023-10-20,paid_search,B,40-70k,Other,35-44
1602,2023-10-18,affiliate,C,40-70k,Other,25-34
1603,2023-10-29,partnership,D,<40k,NJ,45-54
1604,2023-10-10,affiliate,A,40-70k,NY,25-34
1605,2023-10-14,paid_search,D,70-110k,NJ,55+
1606,2023-10-08,affiliate,B,110k+,NY,35-44
1607,2023-10-18,partnership,A,<40k,Other,18-24
1608,2023-10-31,referral,B,70-110k,NY,25-34
1609,2023-10-19,organic,B,110k+,NY,55+
1610,2023-10-07,organic,C,40-70k,NJ,45-54
1611,2023-10-29,paid_search,C,40-70k,Other,55+
1612,2023-10-25,organic,A,70-110k,NJ,45-54
1613,2023-10-14,referral,B,<40k,NY,25-34
1614,2023-10-05,paid_search,C,40-70k,Other,35-44
1615,2023-10-13,paid_search,A,110k+,Other,25-34
1616,2023-10-25,paid_search,A,<40k,NY,25-34
1617,2023-10-18,paid_search,B,40-70k,NY,25-34
1618,2023-10-06,referral,A,110k+,NJ,18-24
1619,2023-10-05,paid_search,B,110k+,Other,45-54
1620,2023-10-30,organic,C,40-70k,Other,18-24
1621,2023-10-14,paid_search,C,70-110k,Other,35-44
1622,2023-10-22,referral,B,40-70k,Other,25-34
1623,2023-11-10,organic,B,<40k,Other,25-34
1624,2023-11-18,paid_search,B,40-70k,Other,18-24
1625,2023-11-22,paid_search,B,<40k,Other,18-24
1626,2023-11-21,affiliate,A,70-110k,NY,25-34
1627,2023-11-05,partnership,C,70-110k,Other,25-34
1628,2023-11-11,referral,B,70-110k,NY,45-54
1629,2023-11-20,paid_search,A,110k+,Other,35-44
1630,2023-11-07,paid_search,B,40-70k,NY,45-54
1631,2023-11-03,organic,B,40-70k,NY,35-44
1632,2023-11-10,paid_search,A,40-70k,Other,35-44
1633,2023-11-21,paid_search,B,110k+,NY,55+
1634,2023-11-20,affiliate,B,70-110k,NY,18-24
1635,2023-11-04,paid_search,B,<40k,NY,35-44
1636,2023-11-21,paid_search,B,<40k,Other,55+
1637,2023-11-06,affiliate,C,70-110k,Other,25-34
1638,2023-11-23,partnership,A,110k+,Other,45-54
1639,2023-11-17,paid_search,D,<40k,NY,35-44
1640,2023-11-04,paid_search,A,70-110k,Other,35-44
1641,2023-11-11,affiliate,A,70-110k,NY,55+
1642,2023-11-25,partnership,A,110k+,NJ,25-34
1643,2023-11-13,partnership,B,40-70k,NJ,45-54
1644,2023-11-21,organic,B,<40k,Other,45-54
1645,2023-11-23,paid_search,C,40-70k,NY,55+
1646,2023-11-01,partnership,A,40-70k,Other,25-34
1647,2023-11-28,paid_search,C,<40k,Other,55+
1648,2023-11-11,paid_search,D,70-110k,Other,25-34
1649,2023-11-24,referral,C,70-110k,NJ,25-34
1650,2023-11-15,organic,A,70-110k,Other,25-34
1651,2023-11-18,affiliate,A,70-110k,NY,55+
1652,2023-11-11,partnership,A,40-70k,NY,45-54
1653,2023-11-26,organic,C,<40k,NY,25-34
1654,2023-11-04,partnership,A,70-110k,NY,35-44
1655,2023-11-27,paid_search,A,70-110k,NJ,25-34
1656,2023-11-07,partnership,A,<40k,NY,55+
1657,2023-11-27,referral,A,40-70k,NY,45-54
1658,2023-11-01,partnership,C,70-110k,Other,45-54
1659,2023-11-01,organic,A,110k+,Other,18-24
1660,2023-11-03,partnership,B,40-70k,NY,45-54
1661,2023-11-17,referral,A,70-110k,Other,35-44
1662,2023-11-08,affiliate,A,70-110k,Other,25-34
1663,2023-11-18,affiliate,A,70-110k,Other,25-34
1664,2023-11-25,organic,A,110k+,NY,18-24
1665,2023-11-01,partnership,B,<40k,NY,35-44
1666,2023-11-16,organic,B,40-70k,NJ,35-44
1667,2023-11-23,paid_search,B,70-110k,Other,35-44
1668,2023-11-13,referral,C,70-110k,NY,55+
1669,2023-11-28,referral,C,40-70k,NY,35-44
1670,2023-11-20,referral,A,70-110k,NJ,18-24
1671,2023-11-02,paid_search,A,110k+,NY,45-54
1672,2023-11-17,organic,A,70-110k,NJ,25-34
1673,2023-11-12,paid_search,B,70-110k,NY,25-34
1674,2023-11-04,organic,B,70-110k,Other,45-54
1675,2023-11-29,partnership,A,<40k,Other,35-44
1676,2023-11-07,affiliate,C,<40k,NJ,35-44
1677,2023-11-03,paid_search,A,70-110k,Other,25-34
1678,2023-11-07,organic,A,40-70k,Other,25-34
1679,2023-11-25,paid_search,A,<40k,NY,25-34
1680,2023-11-18,partnership,B,<40k,NY,18-24
1681,2023-11-25,affiliate,A,<40k,Other,35-44
1682,2023-11-14,organic,B,40-70k,Other,35-44
1683,2023-11-04,organic,A,70-110k,Other,25-34
1684,2023-11-12,paid_search,A,70-110k,NY,55+
1685,2023-11-06,organic,A,<40k,NY,25-34
1686,2023-11-17,referral,C,70-110k,Other,35-44
1687,2023-11-09,affiliate,B,40-70k,NY,55+
1688,2023-11-30,organic,A,70-110k,NJ,45-54
1689,2023-11-12,partnership,A,70-110k,Other,45-54
1690,2023-11-10,paid_search,A,40-70k,NJ,45-54
1691,2023-11-30,paid_search,D,40-70k,NY,25-34
1692,2023-11-16,affiliate,B,40-70k,Other,45-54
1693,2023-11-06,organic,A,40-70k,NY,25-34
1694,2023-11-15,paid_search,B,40-70k,NY,18-24
1695,2023-11-08,partnership,A,70-110k,Other,35-44
1696,2023-11-22,referral,A,40-70k,NJ,18-24
1697,2023-11-18,paid_search,D,<40k,NJ,18-24
1698,2023-11-22,affiliate,C,<40k,Other,18-24
1699,2023-11-29,paid_search,C,40-70k,NY,25-34
1700,2023-11-22,affiliate,A,110k+,Other,25-34
1701,2023-11-11,paid_search,A,40-70k,NY,35-44
1702,2023-11-07,affiliate,A,40-70k,Other,45-54
1703,2023-11-16,organic,B,<40k,Other,35-44
1704,2023-11-14,referral,A,<40k,Other,35-44
1705,2023-11-10,partnership,C,40-70k,Other,35-44
1706,2023-11-25,paid_search,D,<40k,NY,45-54
1707,2023-11-28,partnership,B,70-110k,Other,35-44
1708,2023-11-12,organic,B,40-70k,Other,18-24
1709,2023-11-21,partnership,B,110k+,NY,25-34
1710,2023-11-30,paid_search,A,70-110k,NJ,18-24
1711,2023-11-01,organic,C,<40k,NJ,35-44
1712,2023-11-11,affiliate,A,<40k,Other,35-44
1713,2023-11-23,paid_search,A,110k+,NJ,18-24
1714,2023-11-15,paid_search,B,40-70k,NY,45-54
1715,2023-11-24,paid_search,A,40-70k,NY,45-54
1716,2023-11-15,organic,B,110k+,NY,45-54
1717,2023-11-02,organic,B,40-70k,NY,45-54
1718,2023-11-14,affiliate,A,70-110k,Other,18-24
1719,2023-11-13,affiliate,D,40-70k,NJ,35-44
1720,2023-11-26,organic,A,70-110k,NY,25-34
1721,2023-11-05,paid_search,A,70-110k,NJ,25-34
1722,2023-11-05,affiliate,D,<40k,NY,25-34
1723,2023-11-05,affiliate,B,<40k,NJ,45-54
1724,2023-11-18,partnership,A,110k+,NY,35-44
1725,2023-11-30,paid_search,A,70-110k,Other,18-24
1726,2023-11-19,affiliate,A,40-70k,NY,55+
1727,2023-11-25,affiliate,B,70-110k,Other,45-54
1728,2023-11-26,paid_search,C,40-70k,NY,25-34
1729,2023-11-19,organic,A,40-70k,NY,25-34
1730,2023-11-19,organic,A,40-70k,NY,25-34
1731,2023-11-08,partnership,B,70-110k,Other,25-34
1732,2023-11-29,organic,A,40-70k,NY,25-34
1733,2023-11-24,affiliate,D,<40k,NY,45-54
1734,2023-11-27,affiliate,B,<40k,NY,55+
1735,2023-11-30,paid_search,A,70-110k,Other,25-34
1736,2023-11-11,partnership,B,<40k,NY,25-34
1737,2023-11-05,affiliate,D,<40k,NY,55+
1738,2023-11-26,organic,A,110k+,Other,35-44
1739,2023-11-15,partnership,C,70-110k,NY,55+
1740,2023-11-29,paid_search,D,70-110k,Other,35-44
1741,2023-11-21,paid_search,B,<40k,NJ,35-44
1742,2023-11-08,partnership,B,40-70k,NJ,35-44
1743,2023-11-11,affiliate,B,110k+,Other,18-24
1744,2023-11-19,paid_search,A,70-110k,NJ,45-54
1745,2023-11-12,referral,A,<40k,NJ,45-54
1746,2023-11-09,affiliate,D,70-110k,NJ,45-54
1747,2023-11-07,affiliate,A,70-110k,Other,25-34
1748,2023-11-20,organic,D,<40k,NY,35-44
1749,2023-11-02,paid_search,C,40-70k,Other,25-34
1750,2023-11-03,paid_search,C,40-70k,NY,45-54
1751,2023-11-02,affiliate,C,40-70k,NY,25-34
1752,2023-11-23,paid_search,D,40-70k,Other,35-44
1753,2023-11-01,partnership,C,<40k,NJ,35-44
1754,2023-11-13,paid_search,A,40-70k,Other,45-54
1755,2023-11-04,affiliate,B,<40k,Other,25-34
1756,2023-11-18,partnership,A,110k+,Other,55+
1757,2023-11-02,partnership,C,40-70k,NY,25-34
1758,2023-11-01,partnership,D,70-110k,NY,25-34
1759,2023-11-13,partnership,A,40-70k,Other,18-24
1760,2023-11-21,organic,A,110k+,Other,25-34
1761,2023-11-04,affiliate,A,<40k,NY,18-24
1762,2023-11-15,referral,A,40-70k,NY,18-24
1763,2023-11-25,affiliate,D,<40k,NJ,45-54
1764,2023-11-19,organic,A,70-110k,Other,35-44
1765,2023-11-23,referral,A,70-110k,Other,25-34
1766,2023-11-10,organic,A,<40k,Other,25-34
1767,2023-11-29,paid_search,A,70-110k,Other,18-24
1768,2023-11-05,organic,A,40-70k,Other,35-44
1769,2023-11-19,paid_search,C,<40k,NY,25-34
1770,2023-11-14,paid_search,A,70-110k,Other,25-34
1771,2023-11-01,paid_search,C,<40k,Other,25-34
1772,2023-11-29,referral,B,<40k,Other,55+
1773,2023-11-22,paid_search,C,70-110k,NY,35-44
1774,2023-11-07,paid_search,A,110k+,NY,25-34
1775,2023-11-02,partnership,B,<40k,Other,25-34
1776,2023-11-21,partnership,B,110k+,Other,25-34
1777,2023-11-17,paid_search,A,<40k,NY,35-44
1778,2023-11-02,organic,A,40-70k,NY,55+
1779,2023-11-30,affiliate,A,40-70k,NJ,18-24
1780,2023-11-22,partnership,C,<40k,Other,35-44
1781,2023-11-14,affiliate,C,40-70k,Other,25-34
1782,2023-11-08,organic,A,70-110k,Other,35-44
1783,2023-11-09,partnership,A,40-70k,NY,18-24
1784,2023-11-14,affiliate,B,<40k,Other,35-44
1785,2023-11-02,affiliate,B,70-110k,NY,18-24
1786,2023-11-12,partnership,B,70-110k,Other,35-44
1787,2023-11-07,partnership,B,70-110k,Other,45-54
1788,2023-11-04,affiliate,A,<40k,NY,35-44
1789,2023-11-04,affiliate,C,40-70k,NY,45-54
1790,2023-11-11,affiliate,A,110k+,NY,25-34
1791,2023-11-12,paid_search,A,40-70k,NY,25-34
1792,2023-11-11,paid_search,A,40-70k,Other,18-24
1793,2023-11-21,affiliate,A,<40k,Other,45-54
1794,2023-11-16,affiliate,D,70-110k,NY,35-44
1795,2023-11-06,paid_search,A,110k+,NJ,25-34
1796,2023-11-30,organic,C,70-110k,Other,18-24
1797,2023-11-22,affiliate,A,40-70k,NJ,35-44
1798,2023-11-15,affiliate,A,110k+,NY,35-44
1799,2023-11-02,paid_search,C,40-70k,NY,25-34
1800,2023-11-28,paid_search,A,70-110k,NJ,18-24
1801,2023-11-23,paid_search,D,40-70k,Other,25-34
1802,2023-11-14,referral,C,<40k,NY,55+
1803,2023-11-05,partnership,C,40-70k,NY,25-34
1804,2023-11-04,affiliate,C,70-110k,NY,18-24
1805,2023-11-09,paid_search,B,70-110k,NJ,35-44
1806,2023-11-07,partnership,D,<40k,Other,35-44
1807,2023-11-07,paid_search,B,110k+,Other,35-44
1808,2023-11-13,referral,A,70-110k,NY,18-24
1809,2023-11-02,organic,A,70-110k,Other,45-54
1810,2023-11-10,organic,C,40-70k,NJ,55+
1811,2023-11-27,affiliate,B,70-110k,NJ,25-34
1812,2023-11-26,organic,B,40-70k,NY,25-34
1813,2023-11-01,affiliate,A,40-70k,Other,25-34
1814,2023-11-21,partnership,C,40-70k,NY,25-34
1815,2023-11-30,organic,C,40-70k,Other,25-34
1816,2023-11-18,paid_search,B,70-110k,Other,18-24
1817,2023-11-12,affiliate,D,40-70k,Other,35-44
1818,2023-11-15,partnership,B,40-70k,Other,25-34
1819,2023-11-07,paid_search,B,70-110k,Other,35-44
1820,2023-11-12,organic,B,40-70k,Other,35-44
1821,2023-11-29,affiliate,B,70-110k,Other,25-34
1822,2023-11-19,paid_search,B,<40k,NY,45-54
1823,2023-11-13,partnership,A,70-110k,Other,25-34
1824,2023-11-04,affiliate,A,<40k,NY,45-54
1825,2023-11-28,paid_search,C,40-70k,NY,35-44
1826,2023-11-05,partnership,A,70-110k,Other,18-24
1827,2023-11-22,paid_search,C,70-110k,NY,35-44
1828,2023-11-10,organic,B,<40k,NY,35-44
1829,2023-11-09,affiliate,D,40-70k,Other,35-44
1830,2023-11-06,referral,A,<40k,NJ,55+
1831,2023-11-12,affiliate,C,70-110k,NY,35-44
1832,2023-11-21,paid_search,B,40-70k,NY,45-54
1833,2023-11-13,affiliate,B,70-110k,NY,35-44
1834,2023-11-01,paid_search,A,40-70k,NJ,25-34
1835,2023-11-08,affiliate,D,40-70k,NY,18-24
1836,2023-11-05,paid_search,B,<40k,NY,25-34
1837,2023-11-13,paid_search,A,70-110k,NJ,18-24
1838,2023-11-28,paid_search,C,40-70k,Other,18-24
1839,2023-11-29,referral,B,40-70k,NJ,25-34
1840,2023-11-30,paid_search,D,<40k,Other,55+
1841,2023-11-04,partnership,A,40-70k,NJ,55+
1842,2023-11-15,affiliate,B,70-110k,NY,45-54
1843,2023-11-02,paid_search,A,<40k,NY,35-44
1844,2023-11-15,organic,C,70-110k,NY,25-34
1845,2023-11-18,organic,B,40-70k,NY,25-34
1846,2023-11-24,organic,B,110k+,Other,18-24
1847,2023-11-11,affiliate,B,40-70k,Other,25-34
1848,2023-11-02,referral,A,70-110k,NY,25-34
1849,2023-11-14,partnership,B,70-110k,Other,25-34
1850,2023-11-13,organic,A,70-110k,NJ,25-34
1851,2023-11-19,paid_search,C,110k+,NY,45-54
1852,2023-11-03,organic,B,40-70k,Other,25-34
1853,2023-11-19,referral,A,110k+,Other,25-34
1854,2023-11-13,paid_search,B,110k+,NJ,55+
1855,2023-11-23,organic,C,40-70k,Other,35-44
1856,2023-11-30,affiliate,C,40-70k,NY,25-34
1857,2023-11-07,affiliate,B,70-110k,Other,35-44
1858,2023-11-23,paid_search,A,<40k,Other,35-44
1859,2023-11-04,affiliate,C,<40k,NJ,55+
1860,2023-11-30,organic,A,<40k,Other,35-44
1861,2023-11-15,organic,C,70-110k,Other,18-24
1862,2023-11-23,organic,A,110k+,NJ,55+
1863,2023-11-24,paid_search,B,<40k,NJ,35-44
1864,2023-11-19,referral,A,40-70k,Other,25-34
1865,2023-11-12,affiliate,A,70-110k,Other,35-44
1866,2023-11-23,partnership,D,70-110k,NJ,25-34
1867,2023-11-15,paid_search,C,<40k,Other,35-44
1868,2023-11-20,partnership,A,70-110k,NJ,55+
1869,2023-11-19,referral,A,110k+,NY,45-54
1870,2023-11-14,paid_search,C,40-70k,NY,45-54
1871,2023-11-04,referral,C,40-70k,NJ,45-54
1872,2023-11-09,affiliate,A,70-110k,NJ,25-34
1873,2023-11-29,partnership,C,40-70k,Other,35-44
1874,2023-11-16,paid_search,B,40-70k,NJ,45-54
1875,2023-11-20,affiliate,B,70-110k,NJ,25-34
1876,2023-11-08,paid_search,A,70-110k,NJ,35-44
1877,2023-11-22,referral,A,70-110k,Other,35-44
1878,2023-11-15,partnership,D,<40k,Other,18-24
1879,2023-11-07,paid_search,C,40-70k,NJ,45-54
1880,2023-11-05,referral,A,40-70k,NJ,18-24
1881,2023-11-12,partnership,C,70-110k,Other,45-54
1882,2023-11-17,affiliate,C,40-70k,NY,25-34
1883,2023-11-09,organic,C,110k+,Other,25-34
1884,2023-11-08,organic,A,110k+,NY,35-44
1885,2023-11-09,organic,A,40-70k,Other,55+
1886,2023-11-09,organic,B,40-70k,NJ,55+
1887,2023-11-23,referral,B,40-70k,Other,25-34
1888,2023-11-15,organic,A,110k+,Other,25-34
1889,2023-11-15,affiliate,A,110k+,Other,35-44
1890,2023-11-05,affiliate,A,110k+,Other,35-44
1891,2023-11-17,affiliate,A,70-110k,Other,45-54
1892,2023-11-29,organic,D,40-70k,NY,35-44
1893,2023-11-23,affiliate,C,<40k,NY,45-54
1894,2023-11-14,affiliate,B,70-110k,NY,25-34
1895,2023-11-10,affiliate,A,70-110k,Other,25-34
1896,2023-11-11,organic,A,40-70k,Other,55+
1897,2023-11-01,partnership,C,<40k,Other,25-34
1898,2023-11-01,organic,A,40-70k,NY,25-34
1899,2023-11-24,affiliate,C,40-70k,Other,55+
1900,2023-11-26,paid_search,B,40-70k,Other,18-24
1901,2023-11-30,paid_search,B,40-70k,Other,45-54
1902,2023-11-19,partnership,C,40-70k,NJ,45-54
1903,2023-11-28,organic,C,40-70k,Other,45-54
1904,2023-11-13,referral,A,<40k,NY,45-54
1905,2023-11-08,partnership,A,70-110k,Other,45-54
1906,2023-11-08,paid_search,C,70-110k,NJ,25-34
1907,2023-11-08,paid_search,B,40-70k,Other,55+
1908,2023-11-23,organic,B,70-110k,Other,45-54
1909,2023-11-01,referral,A,70-110k,NY,35-44
1910,2023-11-29,affiliate,A,70-110k,Other,18-24
1911,2023-11-24,organic,B,<40k,NY,18-24
1912,2023-11-12,paid_search,A,110k+,Other,45-54
1913,2023-11-22,organic,B,70-110k,Other,35-44
1914,2023-11-05,affiliate,A,70-110k,Other,25-34
1915,2023-11-13,paid_search,B,40-70k,NJ,45-54
1916,2023-11-04,organic,A,110k+,Other,18-24
1917,2023-11-04,partnership,C,70-110k,NJ,35-44
1918,2023-11-01,paid_search,C,40-70k,NY,25-34
1919,2023-11-24,affiliate,A,70-110k,NY,35-44
1920,2023-11-23,affiliate,B,70-110k,NJ,55+
1921,2023-11-27,referral,C,<40k,Other,25-34
1922,2023-11-30,paid_search,C,40-70k,NY,25-34
1923,2023-11-29,referral,A,110k+,Other,18-24
1924,2023-11-30,paid_search,A,70-110k,Other,25-34
1925,2023-11-01,partnership,A,110k+,NJ,45-54
1926,2023-11-24,paid_search,B,40-70k,Other,25-34
1927,2023-11-22,affiliate,A,110k+,Other,45-54
1928,2023-11-05,organic,A,<40k,NY,55+
1929,2023-11-05,referral,B,40-70k,Other,25-34
1930,2023-11-30,referral,B,40-70k,NY,55+
1931,2023-11-27,paid_search,C,<40k,NY,35-44
1932,2023-11-10,paid_search,A,70-110k,Other,25-34
1933,2023-11-03,affiliate,A,40-70k,Other,25-34
1934,2023-11-11,paid_search,B,40-70k,Other,18-24
1935,2023-11-01,affiliate,A,70-110k,Other,25-34
1936,2023-11-21,affiliate,A,110k+,NY,25-34
1937,2023-11-12,paid_search,B,40-70k,Other,35-44
1938,2023-11-02,organic,B,70-110k,NJ,45-54
1939,2023-11-30,referral,A,40-70k,Other,25-34
1940,2023-11-25,organic,A,40-70k,Other,25-34
1941,2023-11-28,affiliate,C,70-110k,Other,25-34
1942,2023-11-30,organic,B,40-70k,Other,35-44
1943,2023-11-01,organic,A,110k+,NJ,25-34
1944,2023-11-24,organic,A,70-110k,Other,55+
1945,2023-11-24,paid_search,A,70-110k,Other,35-44
1946,2023-11-24,affiliate,B,40-70k,Other,25-34
1947,2023-11-08,paid_search,A,70-110k,NY,18-24
1948,2023-11-12,affiliate,A,70-110k,Other,25-34
1949,2023-11-28,affiliate,A,110k+,NY,55+
1950,2023-11-02,organic,B,40-70k,NJ,25-34
1951,2023-11-20,organic,B,<40k,Other,45-54
1952,2023-11-24,affiliate,C,70-110k,NY,35-44
1953,2023-11-24,affiliate,C,40-70k,NY,25-34
1954,2023-11-18,affiliate,A,110k+,NJ,35-44
