loan_id,installment_no,due_date,due_principal,due_fee_interest,due_total,scheduled_balance_after
5647,4,2026-02-20,66.91,1.3,68.21,0.0
5648,1,2025-11-21,98.67,5.83,104.5,507.74
5648,2,2025-12-21,99.62,4.88,104.5,408.12
5648,3,2026-01-21,100.57,3.92,104.49,307.55
5648,4,2026-02-21,101.54,2.95,104.49,206.01
5648,5,2026-03-21,102.51,1.98,104.49,103.5
5648,6,2026-04-21,103.5,0.99,104.49,0.0
5649,1,2025-11-15,47.79,5.91,53.7,557.49
5649,2,2025-12-15,48.26,5.44,53.7,509.23
5649,3,2026-01-15,48.73,4.97,53.7,460.5
5649,4,2026-02-15,49.2,4.5,53.7,411.3
5649,5,2026-03-15,49.68,4.02,53.7,361.62
5649,6,2026-04-15,50.17,3.53,53.7,311.45
5649,7,2026-05-15,50.66,3.04,53.7,260.79
5649,8,2026-06-15,51.15,2.55,53.7,209.64
5649,9,2026-07-15,51.65,2.05,53.7,157.99
5649,10,2026-08-15,52.16,1.54,53.7,105.83
5649,11,2026-09-15,52.66,1.03,53.69,53.17
5649,12,2026-10-15,53.17,0.52,53.69,0.0
5650,1,2025-11-11,162.34,9.97,172.31,501.77
5650,2,2025-12-11,164.77,7.53,172.3,337.0
5650,3,2026-01-11,167.25,5.06,172.31,169.75
5650,4,2026-02-11,169.75,2.55,172.3,0.0
5651,1,2025-11-20,123.14,6.05,129.19,378.39
5651,2,2025-12-20,124.62,4.56,129.18,253.77
5651,3,2026-01-20,126.13,3.06,129.19,127.64
5651,4,2026-02-20,127.64,1.54,129.18,0.0
5653,1,2025-11-01,25.93,5.41,31.34,313.95
5653,2,2025-12-01,26.34,5.0,31.34,287.61
5653,3,2026-01-01,26.76,4.58,31.34,260.85
5653,4,2026-02-01,27.19,4.15,31.34,233.66
5653,5,2026-03-01,27.62,3.72,31.34,206.04
5653,6,2026-04-01,28.06,3.28,31.34,177.98
5653,7,2026-05-01,28.51,2.83,31.34,149.47
5653,8,2026-06-01,28.96,2.38,31.34,120.51
5653,9,2026-07-01,29.42,1.92,31.34,91.09
5653,10,2026-08-01,29.89,1.45,31.34,61.2
5653,11,2026-09-01,30.36,0.97,31.33,30.84
5653,12,2026-10-01,30.84,0.49,31.33,0.0
5656,1,2025-11-30,58.8,4.28,63.08,304.54
5656,2,2025-12-31,59.49,3.58,63.07,245.05
5656,3,2026-01-31,60.19,2.88,63.07,184.86
5656,4,2026-02-28,60.9,2.18,63.08,123.96
5656,5,2026-03-31,61.62,1.46,63.08,62.34
5656,6,2026-04-30,62.34,0.73,63.07,0.0
5657,1,2025-11-05,110.52,4.27,114.79,337.9
5657,2,2025-12-05,111.57,3.22,114.79,226.33
5657,3,2026-01-05,112.63,2.16,114.79,113.7
5657,4,2026-02-05,113.7,1.08,114.78,0.0
5660,1,2025-11-08,204.02,8.19,212.21,624.26
5660,2,2025-12-08,206.04,6.17,212.21,418.22
5660,3,2026-01-08,208.08,4.14,212.22,210.14
5660,4,2026-02-08,210.14,2.08,212.22,0.0
5662,1,2025-11-24,93.87,7.22,101.09,487.12
5662,2,2025-12-24,95.03,6.05,101.08,392.09
5662,3,2026-01-24,96.21,4.87,101.08,295.88
5662,4,2026-02-24,97.41,3.68,101.09,198.47
5662,5,2026-03-24,98.62,2.47,101.09,99.85
5662,6,2026-04-24,99.85,1.24,101.09,0.0
5663,1,2025-11-24,248.07,17.73,265.8,1284.09
5663,2,2025-12-24,250.94,14.86,265.8,1033.15
5663,3,2026-01-24,253.85,11.95,265.8,779.3
5663,4,2026-02-24,256.78,9.02,265.8,522.52
5663,5,2026-03-24,259.75,6.05,265.8,262.77
5663,6,2026-04-24,262.77,3.04,265.81,0.0
5664,1,2025-11-25,65.39,7.7,73.09,345.76
5664,2,2025-12-25,66.61,6.48,73.09,279.15
5664,3,2026-01-25,67.86,5.23,73.09,211.29
5664,4,2026-02-25,69.13,3.96,73.09,142.16
5664,5,2026-03-25,70.42,2.66,73.08,71.74
5664,6,2026-04-25,71.74,1.34,73.08,0.0
5666,1,2025-11-05,43.43,6.67,50.1,513.47
5666,2,2025-12-05,43.95,6.15,50.1,469.52
5666,3,2026-01-05,44.48,5.63,50.11,425.04
5666,4,2026-02-05,45.01,5.09,50.1,380.03
5666,5,2026-03-05,45.55,4.55,50.1,334.48
5666,6,2026-04-05,46.09,4.01,50.1,288.39
5666,7,2026-05-05,46.65,3.46,50.11,241.74
5666,8,2026-06-05,47.2,2.9,50.1,194.54
5666,9,2026-07-05,47.77,2.33,50.1,146.77
5666,10,2026-08-05,48.34,1.76,50.1,98.43
5666,11,2026-09-05,48.92,1.18,50.1,49.51
5666,12,2026-10-05,49.51,0.59,50.1,0.0
5667,1,2025-11-30,120.1,6.75,126.85,617.21
5667,2,2025-12-31,121.2,5.65,126.85,496.01
5667,3,2026-01-31,122.31,4.54,126.85,373.7
5667,4,2026-02-28,123.43,3.42,126.85,250.27
5667,5,2026-03-31,124.56,2.29,126.85,125.71
5667,6,2026-04-30,125.71,1.15,126.86,0.0
5669,1,2025-11-08,121.63,5.3,126.93,372.79
5669,2,2025-12-08,122.94,4.0,126.94,249.85
5669,3,2026-01-08,124.26,2.68,126.94,125.59
5669,4,2026-02-08,125.59,1.35,126.94,0.0
5670,1,2025-11-23,137.28,10.49,147.77,712.22
5670,2,2025-12-23,138.97,8.79,147.76,573.25
5670,3,2026-01-23,140.69,7.08,147.77,432.56
5670,4,2026-02-23,142.42,5.34,147.76,290.14
5670,5,2026-03-23,144.18,3.58,147.76,145.96
5670,6,2026-04-23,145.96,1.8,147.76,0.0
5671,1,2025-11-15,59.08,2.17,61.25,180.49
5671,2,2025-12-15,59.62,1.64,61.26,120.87
5671,3,2026-01-15,60.16,1.1,61.26,60.71
5671,4,2026-02-15,60.71,0.55,61.26,0.0
5672,1,2025-11-15,314.12,12.9,327.02,961.57
5672,2,2025-12-15,317.3,9.73,327.03,644.27
5672,3,2026-01-15,320.51,6.52,327.03,323.76
5672,4,2026-02-15,323.76,3.27,327.03,0.0
5673,1,2025-11-22,21.04,3.46,24.5,249.93
5673,2,2025-12-22,21.31,3.19,24.5,228.62
5673,3,2026-01-22,21.58,2.92,24.5,207.04
5673,4,2026-02-22,21.86,2.64,24.5,185.18
5673,5,2026-03-22,22.13,2.36,24.49,163.05
5673,6,2026-04-22,22.42,2.08,24.5,140.63
5673,7,2026-05-22,22.7,1.8,24.5,117.93
5673,8,2026-06-22,22.99,1.51,24.5,94.94
5673,9,2026-07-22,23.29,1.21,24.5,71.65
5673,10,2026-08-22,23.58,0.91,24.49,48.07
5673,11,2026-09-22,23.88,0.61,24.49,24.19
5673,12,2026-10-22,24.19,0.31,24.5,0.0
5674,1,2025-11-12,61.36,7.52,68.88,715.47
5674,2,2025-12-12,61.96,6.92,68.88,653.51
5674,3,2026-01-12,62.56,6.32,68.88,590.95
5674,4,2026-02-12,63.16,5.72,68.88,527.79
5674,5,2026-03-12,63.77,5.11,68.88,464.02
5674,6,2026-04-12,64.39,4.49,68.88,399.63
5674,7,2026-05-12,65.01,3.87,68.88,334.62
5674,8,2026-06-12,65.64,3.24,68.88,268.98
5674,9,2026-07-12,66.28,2.6,68.88,202.7
5674,10,2026-08-12,66.92,1.96,68.88,135.78
5674,11,2026-09-12,67.56,1.31,68.87,68.22
5674,12,2026-10-12,68.22,0.66,68.88,0.0
5675,1,2025-11-01,82.81,4.79,87.6,425.91
5675,2,2025-12-01,83.59,4.01,87.6,342.32
5675,3,2026-01-01,84.38,3.23,87.61,257.94
5675,4,2026-02-01,85.17,2.43,87.6,172.77
5675,5,2026-03-01,85.98,1.63,87.61,86.79
5675,6,2026-04-01,86.79,0.82,87.61,0.0
5676,1,2025-11-12,165.28,8.57,173.85,847.6
5676,2,2025-12-12,166.68,7.17,173.85,680.92
5676,3,2026-01-12,168.09,5.76,173.85,512.83
5676,4,2026-02-12,169.51,4.34,173.85,343.32
5676,5,2026-03-12,170.94,2.91,173.85,172.38
5676,6,2026-04-12,172.38,1.46,173.84,0.0
5679,1,2025-11-09,132.34,7.24,139.58,679.64
5679,2,2025-12-09,133.52,6.06,139.58,546.12
5679,3,2026-01-09,134.72,4.87,139.59,411.4
5679,4,2026-02-09,135.92,3.67,139.59,275.48
5679,5,2026-03-09,137.13,2.46,139.59,138.35
5679,6,2026-04-09,138.35,1.23,139.58,0.0
5681,1,2025-11-23,192.38,8.08,200.46,589.16
5681,2,2025-12-23,194.37,6.09,200.46,394.79
5681,3,2026-01-23,196.38,4.08,200.46,198.41
5681,4,2026-02-23,198.41,2.05,200.46,0.0
5682,1,2025-11-14,43.29,4.91,48.2,502.71
5682,2,2025-12-14,43.68,4.52,48.2,459.03
5682,3,2026-01-14,44.08,4.13,48.21,414.95
5682,4,2026-02-14,44.47,3.73,48.2,370.48
5682,5,2026-03-14,44.87,3.33,48.2,325.61
5682,6,2026-04-14,45.28,2.93,48.21,280.33
5682,7,2026-05-14,45.68,2.52,48.2,234.65
5682,8,2026-06-14,46.09,2.11,48.2,188.56
5682,9,2026-07-14,46.51,1.7,48.21,142.05
5682,10,2026-08-14,46.93,1.28,48.21,95.12
5682,11,2026-09-14,47.35,0.86,48.21,47.77
5682,12,2026-10-14,47.77,0.43,48.2,0.0
5683,1,2025-11-09,137.84,5.05,142.89,421.05
5683,2,2025-12-09,139.09,3.8,142.89,281.96
5683,3,2026-01-09,140.34,2.55,142.89,141.62
5683,4,2026-02-09,141.62,1.28,142.9,0.0
5684,1,2025-11-27,138.8,16.41,155.21,1615.16
5684,2,2025-12-27,140.09,15.11,155.2,1475.07
5684,3,2026-01-27,141.4,13.8,155.2,1333.67
5684,4,2026-02-27,142.73,12.47,155.2,1190.94
5684,5,2026-03-27,144.06,11.14,155.2,1046.88
5684,6,2026-04-27,145.41,9.79,155.2,901.47
5684,7,2026-05-27,146.77,8.43,155.2,754.7
5684,8,2026-06-27,148.14,7.06,155.2,606.56
5684,9,2026-07-27,149.53,5.67,155.2,457.03
5684,10,2026-08-27,150.93,4.27,155.2,306.1
5684,11,2026-09-27,152.34,2.86,155.2,153.76
5684,12,2026-10-27,153.76,1.44,155.2,0.0
5686,1,2025-11-12,286.2,9.81,296.01,873.23
5686,2,2025-12-12,288.63,7.39,296.02,584.6
5686,3,2026-01-12,291.07,4.95,296.02,293.53
5686,4,2026-02-12,293.53,2.48,296.01,0.0
5690,1,2025-11-26,44.94,7.02,51.96,531.91
5690,2,2025-12-26,45.48,6.48,51.96,486.43
5690,3,2026-01-26,46.04,5.92,51.96,440.39
5690,4,2026-02-26,46.6,5.36,51.96,393.79
5690,5,2026-03-26,47.16,4.8,51.96,346.63
5690,6,2026-04-26,47.74,4.22,51.96,298.89
5690,7,2026-05-26,48.32,3.64,51.96,250.57
5690,8,2026-06-26,48.91,3.05,51.96,201.66
5690,9,2026-07-26,49.5,2.46,51.96,152.16
5690,10,2026-08-26,50.11,1.85,51.96,102.05
5690,11,2026-09-26,50.72,1.24,51.96,51.33
5690,12,2026-10-26,51.33,0.63,51.96,0.0
5692,1,2025-11-18,118.01,7.03,125.04,607.41
5692,2,2025-12-18,119.15,5.89,125.04,488.26
5692,3,2026-01-18,120.31,4.73,125.04,367.95
5692,4,2026-02-18,121.47,3.57,125.04,246.48
5692,5,2026-03-18,122.65,2.39,125.04,123.83
5692,6,2026-04-18,123.83,1.2,125.03,0.0
5693,1,2025-11-07,77.16,8.44,85.6,406.46
5693,2,2025-12-07,78.5,7.1,85.6,327.96
5693,3,2026-01-07,79.87,5.73,85.6,248.09
5693,4,2026-02-07,81.27,4.33,85.6,166.82
5693,5,2026-03-07,82.69,2.91,85.6,84.13
5693,6,2026-04-07,84.13,1.47,85.6,0.0
5696,1,2025-11-06,90.03,8.88,98.91,471.92
5696,2,2025-12-06,91.45,7.46,98.91,380.47
5696,3,2026-01-06,92.89,6.01,98.9,287.58
5696,4,2026-02-06,94.36,4.54,98.9,193.22
5696,5,2026-03-06,95.85,3.05,98.9,97.37
5696,6,2026-04-06,97.37,1.54,98.91,0.0
5697,1,2025-11-25,72.35,3.64,75.99,370.76
5697,2,2025-12-25,72.94,3.04,75.98,297.82
5697,3,2026-01-25,73.54,2.45,75.99,224.28
5697,4,2026-02-25,74.15,1.84,75.99,150.13
5697,5,2026-03-25,74.76,1.23,75.99,75.37
5697,6,2026-04-25,75.37,0.62,75.99,0.0
5699,1,2025-11-22,66.93,3.65,70.58,343.67
5699,2,2025-12-22,67.52,3.05,70.57,276.15
5699,3,2026-01-22,68.12,2.45,70.57,208.03
5699,4,2026-02-22,68.73,1.85,70.58,139.3
5699,5,2026-03-22,69.34,1.24,70.58,69.96
5699,6,2026-04-22,69.96,0.62,70.58,0.0
5700,1,2025-11-13,77.37,9.16,86.53,409.25
5700,2,2025-12-13,78.83,7.7,86.53,330.42
5700,3,2026-01-13,80.31,6.22,86.53,250.11
5700,4,2026-02-13,81.82,4.71,86.53,168.29
5700,5,2026-03-13,83.36,3.17,86.53,84.93
5700,6,2026-04-13,84.93,1.6,86.53,0.0
5702,1,2025-11-22,172.36,11.07,183.43,889.14
5702,2,2025-12-22,174.16,9.27,183.43,714.98
5702,3,2026-01-22,175.97,7.45,183.42,539.01
5702,4,2026-02-22,177.81,5.62,183.43,361.2
5702,5,2026-03-22,179.66,3.77,183.43,181.54
5702,6,2026-04-22,181.54,1.89,183.43,0.0
5703,1,2025-11-03,158.69,8.7,167.39,488.97
5703,2,2025-12-03,160.82,6.57,167.39,328.15
5703,3,2026-01-03,162.98,4.41,167.39,165.17
5703,4,2026-02-03,165.17,2.22,167.39,0.0
5707,1,2025-11-22,152.19,5.42,157.61,464.63
5707,2,2025-12-22,153.52,4.08,157.6,311.11
5707,3,2026-01-22,154.87,2.73,157.6,156.24
5707,4,2026-02-22,156.24,1.37,157.61,0.0
5709,1,2025-11-16,85.82,6.0,91.82,266.34
5709,2,2025-12-16,87.28,4.54,91.82,179.06
5709,3,2026-01-16,88.77,3.05,91.82,90.29
5709,4,2026-02-16,90.29,1.54,91.83,0.0
5710,1,2025-11-09,232.18,9.21,241.39,710.23
5710,2,2025-12-09,234.45,6.94,241.39,475.78
5710,3,2026-01-09,236.74,4.65,241.39,239.04
5710,4,2026-02-09,239.04,2.34,241.38,0.0
5712,1,2025-11-26,123.01,7.03,130.04,632.44
5712,2,2025-12-26,124.16,5.89,130.05,508.28
5712,3,2026-01-26,125.31,4.73,130.04,382.97
5712,4,2026-02-26,126.48,3.56,130.04,256.49
5712,5,2026-03-26,127.65,2.39,130.04,128.84
5712,6,2026-04-26,128.84,1.2,130.04,0.0
5714,1,2025-11-01,96.02,4.91,100.93,295.33
5714,2,2025-12-01,97.22,3.7,100.92,198.11
5714,3,2026-01-01,98.44,2.48,100.92,99.67
5714,4,2026-02-01,99.67,1.25,100.92,0.0
5716,1,2025-11-01,141.87,14.31,156.18,744.47
5716,2,2025-12-01,144.16,12.02,156.18,600.31
5716,3,2026-01-01,146.49,9.69,156.18,453.82
5716,4,2026-02-01,148.85,7.33,156.18,304.97
5716,5,2026-03-01,151.26,4.93,156.19,153.71
5716,6,2026-04-01,153.71,2.48,156.19,0.0
5718,1,2025-11-29,91.35,5.14,96.49,469.43
5718,2,2025-12-29,92.18,4.3,96.48,377.25
5718,3,2026-01-29,93.03,3.46,96.49,284.22
5718,4,2026-02-28,93.88,2.6,96.48,190.34
5718,5,2026-03-29,94.74,1.74,96.48,95.6
5718,6,2026-04-29,95.6,0.88,96.48,0.0
5719,1,2025-11-11,76.15,4.66,80.81,392.23
5719,2,2025-12-11,76.9,3.9,80.8,315.33
5719,3,2026-01-11,77.67,3.13,80.8,237.66
5719,4,2026-02-11,78.44,2.36,80.8,159.22
5719,5,2026-03-11,79.22,1.58,80.8,80.0
5719,6,2026-04-11,80.0,0.8,80.8,0.0
5720,1,2025-11-05,85.28,13.59,98.87,1010.8
5720,2,2025-12-05,86.34,12.53,98.87,924.46
5720,3,2026-01-05,87.41,11.46,98.87,837.05
5720,4,2026-02-05,88.49,10.38,98.87,748.56
5720,5,2026-03-05,89.59,9.28,98.87,658.97
5720,6,2026-04-05,90.7,8.17,98.87,568.27
5720,7,2026-05-05,91.82,7.05,98.87,476.45
5720,8,2026-06-05,92.96,5.91,98.87,383.49
5720,9,2026-07-05,94.11,4.75,98.86,289.38
5720,10,2026-08-05,95.28,3.59,98.87,194.1
5720,11,2026-09-05,96.46,2.41,98.87,97.64
5720,12,2026-10-05,97.64,1.21,98.85,0.0
5722,1,2025-11-17,88.96,8.27,97.23,465.13
5722,2,2025-12-17,90.29,6.94,97.23,374.84
5722,3,2026-01-17,91.64,5.59,97.23,283.2
5722,4,2026-02-17,93.01,4.22,97.23,190.19
5722,5,2026-03-17,94.39,2.84,97.23,95.8
5722,6,2026-04-17,95.8,1.43,97.23,0.0
5726,1,2025-11-20,87.91,6.27,94.18,272.99
5726,2,2025-12-20,89.44,4.75,94.19,183.55
5726,3,2026-01-20,90.99,3.19,94.18,92.56
5726,4,2026-02-20,92.56,1.61,94.17,0.0
5729,1,2025-11-06,76.77,3.95,80.72,236.17
5729,2,2025-12-06,77.74,2.98,80.72,158.43
5729,3,2026-01-06,78.72,2.0,80.72,79.71
5729,4,2026-02-06,79.71,1.01,80.72,0.0
5730,1,2025-11-28,103.39,4.24,107.63,316.48
5730,2,2025-12-28,104.43,3.19,107.62,212.05
5730,3,2026-01-28,105.49,2.14,107.63,106.56
5730,4,2026-02-28,106.56,1.08,107.64,0.0
5731,1,2025-11-18,44.69,7.27,51.96,530.51
5731,2,2025-12-18,45.26,6.71,51.97,485.25
5731,3,2026-01-18,45.83,6.14,51.97,439.42
5731,4,2026-02-18,46.41,5.56,51.97,393.01
5731,5,2026-03-18,46.99,4.97,51.96,346.02
5731,6,2026-04-18,47.59,4.38,51.97,298.43
5731,7,2026-05-18,48.19,3.77,51.96,250.24
5731,8,2026-06-18,48.8,3.16,51.96,201.44
5731,9,2026-07-18,49.42,2.55,51.97,152.02
5731,10,2026-08-18,50.04,1.92,51.96,101.98
5731,11,2026-09-18,50.67,1.29,51.96,51.31
5731,12,2026-10-18,51.31,0.65,51.96,0.0
5732,1,2025-11-09,156.99,6.27,163.26,480.3
5732,2,2025-12-09,158.54,4.73,163.27,321.76
5732,3,2026-01-09,160.1,3.17,163.27,161.66
5732,4,2026-02-09,161.66,1.59,163.25,0.0
5733,1,2025-11-27,80.45,8.53,88.98,423.18
5733,2,2025-12-27,81.82,7.17,88.99,341.36
5733,3,2026-01-27,83.2,5.78,88.98,258.16
5733,4,2026-02-27,84.61,4.37,88.98,173.55
5733,5,2026-03-27,86.04,2.94,88.98,87.51
5733,6,2026-04-27,87.51,1.48,88.99,0.0
5738,1,2025-11-29,84.37,6.57,90.94,438.05
5738,2,2025-12-29,85.43,5.51,90.94,352.62
5738,3,2026-01-29,86.51,4.43,90.94,266.11
5738,4,2026-02-28,87.6,3.35,90.95,178.51
5738,5,2026-03-29,88.7,2.24,90.94,89.81
5738,6,2026-04-29,89.81,1.13,90.94,0.0
5740,1,2025-11-24,69.27,11.04,80.31,821.1
5740,2,2025-12-24,70.13,10.18,80.31,750.97
5740,3,2026-01-24,71.0,9.31,80.31,679.97
5740,4,2026-02-24,71.88,8.43,80.31,608.09
5740,5,2026-03-24,72.77,7.54,80.31,535.32
5740,6,2026-04-24,73.68,6.64,80.32,461.64
5740,7,2026-05-24,74.59,5.73,80.32,387.05
5740,8,2026-06-24,75.51,4.8,80.31,311.54
5740,9,2026-07-24,76.45,3.86,80.31,235.09
5740,10,2026-08-24,77.4,2.92,80.32,157.69
5740,11,2026-09-24,78.36,1.96,80.32,79.33
5740,12,2026-10-24,79.33,0.98,80.31,0.0
5741,1,2025-11-21,144.91,5.65,150.56,443.16
5741,2,2025-12-21,146.31,4.26,150.57,296.85
5741,3,2026-01-21,147.71,2.85,150.56,149.14
5741,4,2026-02-21,149.14,1.43,150.57,0.0
5743,1,2025-11-30,99.19,10.66,109.85,522.05
5743,2,2025-12-31,100.89,8.95,109.84,421.16
5743,3,2026-01-31,102.62,7.22,109.84,318.54
5743,4,2026-02-28,104.38,5.46,109.84,214.16
5743,5,2026-03-31,106.17,3.67,109.84,107.99
5743,6,2026-04-30,107.99,1.85,109.84,0.0
5746,1,2025-11-30,40.65,4.66,45.31,472.34
5746,2,2025-12-31,41.02,4.29,45.31,431.32
5746,3,2026-01-31,41.4,3.92,45.32,389.92
5746,4,2026-02-28,41.77,3.54,45.31,348.15
5746,5,2026-03-31,42.15,3.16,45.31,306.0
5746,6,2026-04-30,42.54,2.78,45.32,263.46
5746,7,2026-05-31,42.92,2.39,45.31,220.54
5746,8,2026-06-30,43.31,2.0,45.31,177.23
5746,9,2026-07-31,43.71,1.61,45.32,133.52
5746,10,2026-08-31,44.1,1.21,45.31,89.42
5746,11,2026-09-30,44.5,0.81,45.31,44.92
5746,12,2026-10-31,44.92,0.41,45.33,0.0
5747,1,2025-11-29,151.89,8.53,160.42,780.52
5747,2,2025-12-29,153.28,7.14,160.42,627.24
5747,3,2026-01-29,154.68,5.74,160.42,472.56
5747,4,2026-02-28,156.09,4.32,160.41,316.47
5747,5,2026-03-29,157.52,2.89,160.41,158.95
5747,6,2026-04-29,158.95,1.45,160.4,0.0
5754,1,2025-11-08,50.42,3.94,54.36,157.07
5754,2,2025-12-08,51.37,2.98,54.35,105.7
5754,3,2026-01-08,52.35,2.0,54.35,53.35
5754,4,2026-02-08,53.35,1.01,54.36,0.0
5755,1,2025-11-26,142.46,11.99,154.45,741.82
5755,2,2025-12-26,144.39,10.06,154.45,597.43
5755,3,2026-01-26,146.35,8.1,154.45,451.08
5755,4,2026-02-26,148.34,6.12,154.46,302.74
5755,5,2026-03-26,150.35,4.11,154.46,152.39
5755,6,2026-04-26,152.39,2.07,154.46,0.0
5757,1,2025-11-22,167.62,6.63,174.25,512.73
5757,2,2025-12-22,169.25,5.0,174.25,343.48
5757,3,2026-01-22,170.9,3.35,174.25,172.58
5757,4,2026-02-22,172.58,1.68,174.26,0.0
5758,1,2025-11-17,167.06,10.57,177.63,861.41
5758,2,2025-12-17,168.78,8.85,177.63,692.63
5758,3,2026-01-17,170.51,7.12,177.63,522.12
5758,4,2026-02-17,172.26,5.37,177.63,349.86
5758,5,2026-03-17,174.03,3.6,177.63,175.83
5758,6,2026-04-17,175.83,1.81,177.64,0.0
5759,1,2025-11-02,173.99,6.12,180.11,531.1
5759,2,2025-12-02,175.5,4.61,180.11,355.6
5759,3,2026-01-02,177.03,3.09,180.12,178.57
5759,4,2026-02-02,178.57,1.55,180.12,0.0
5760,1,2025-11-14,132.18,8.46,140.64,681.8
5760,2,2025-12-14,133.56,7.09,140.65,548.24
5760,3,2026-01-14,134.94,5.7,140.64,413.3
5760,4,2026-02-14,136.35,4.3,140.65,276.95
5760,5,2026-03-14,137.76,2.88,140.64,139.19
5760,6,2026-04-14,139.19,1.45,140.64,0.0
5761,1,2025-11-17,54.03,7.11,61.14,632.53
5761,2,2025-12-17,54.59,6.55,61.14,577.94
5761,3,2026-01-17,55.15,5.99,61.14,522.79
5761,4,2026-02-17,55.72,5.42,61.14,467.07
5761,5,2026-03-17,56.3,4.84,61.14,410.77
5761,6,2026-04-17,56.88,4.26,61.14,353.89
5761,7,2026-05-17,57.47,3.67,61.14,296.42
5761,8,2026-06-17,58.07,3.07,61.14,238.35
5761,9,2026-07-17,58.67,2.47,61.14,179.68
5761,10,2026-08-17,59.28,1.86,61.14,120.4
5761,11,2026-09-17,59.89,1.25,61.14,60.51
5761,12,2026-10-17,60.51,0.63,61.14,0.0
5763,1,2025-11-15,72.69,4.14,76.83,373.68
5763,2,2025-12-15,73.36,3.47,76.83,300.32
5763,3,2026-01-15,74.04,2.79,76.83,226.28
5763,4,2026-02-15,74.73,2.1,76.83,151.55
5763,5,2026-03-15,75.42,1.41,76.83,76.13
5763,6,2026-04-15,76.13,0.71,76.84,0.0
5766,1,2025-11-09,96.76,7.62,104.38,502.57
5766,2,2025-12-09,97.99,6.39,104.38,404.58
5766,3,2026-01-09,99.24,5.14,104.38,305.34
5766,4,2026-02-09,100.5,3.88,104.38,204.84
5766,5,2026-03-09,101.77,2.6,104.37,103.07
5766,6,2026-04-09,103.07,1.31,104.38,0.0
5767,1,2025-11-20,109.23,6.82,116.05,563.01
5767,2,2025-12-20,110.34,5.71,116.05,452.67
5767,3,2026-01-20,111.46,4.59,116.05,341.21
5767,4,2026-02-20,112.59,3.46,116.05,228.62
5767,5,2026-03-20,113.73,2.32,116.05,114.89
5767,6,2026-04-20,114.89,1.17,116.06,0.0
5770,1,2025-11-30,248.02,8.51,256.53,756.75
5770,2,2025-12-31,250.12,6.41,256.53,506.63
5770,3,2026-01-31,252.24,4.29,256.53,254.39
5770,4,2026-02-28,254.39,2.15,256.54,0.0
5771,1,2025-11-08,67.78,4.22,72.0,349.33
5771,2,2025-12-08,68.47,3.53,72.0,280.86
5771,3,2026-01-08,69.16,2.84,72.0,211.7
5771,4,2026-02-08,69.86,2.14,72.0,141.84
5771,5,2026-03-08,70.57,1.43,72.0,71.27
5771,6,2026-04-08,71.27,0.72,71.99,0.0
5772,1,2025-11-27,149.74,5.66,155.4,457.66
5772,2,2025-12-27,151.14,4.27,155.41,306.52
5772,3,2026-01-27,152.55,2.86,155.41,153.97
5772,4,2026-02-27,153.97,1.43,155.4,0.0
5776,1,2025-11-28,170.04,18.6,188.64,1970.88
5776,2,2025-12-28,171.52,17.13,188.65,1799.36
5776,3,2026-01-28,173.01,15.64,188.65,1626.35
5776,4,2026-02-28,174.51,14.13,188.64,1451.84
5776,5,2026-03-28,176.03,12.62,188.65,1275.81
5776,6,2026-04-28,177.56,11.09,188.65,1098.25
5776,7,2026-05-28,179.1,9.54,188.64,919.15
5776,8,2026-06-28,180.66,7.99,188.65,738.49
5776,9,2026-07-28,182.23,6.42,188.65,556.26
5776,10,2026-08-28,183.81,4.83,188.64,372.45
5776,11,2026-09-28,185.41,3.24,188.65,187.04
5776,12,2026-10-28,187.04,1.63,188.67,0.0
5778,1,2025-11-18,86.77,6.51,93.28,449.91
5778,2,2025-12-18,87.82,5.46,93.28,362.09
5778,3,2026-01-18,88.89,4.39,93.28,273.2
5778,4,2026-02-18,89.97,3.31,93.28,183.23
5778,5,2026-03-18,91.06,2.22,93.28,92.17
5778,6,2026-04-18,92.17,1.12,93.29,0.0
5780,1,2025-11-29,113.88,5.98,119.86,350.53
5780,2,2025-12-29,115.35,4.51,119.86,235.18
5780,3,2026-01-29,116.84,3.03,119.87,118.34
5780,4,2026-02-28,118.34,1.52,119.86,0.0
5781,1,2025-11-28,167.84,6.63,174.47,513.38
5781,2,2025-12-28,169.47,5.0,174.47,343.91
5781,3,2026-01-28,171.12,3.35,174.47,172.79
5781,4,2026-02-28,172.79,1.68,174.47,0.0
5782,1,2025-11-30,60.14,7.22,67.36,700.46
5782,2,2025-12-31,60.71,6.65,67.36,639.75
5782,3,2026-01-31,61.29,6.07,67.36,578.46
5782,4,2026-02-28,61.87,5.49,67.36,516.59
5782,5,2026-03-31,62.46,4.91,67.37,454.13
5782,6,2026-04-30,63.05,4.31,67.36,391.08
5782,7,2026-05-31,63.65,3.71,67.36,327.43
5782,8,2026-06-30,64.25,3.11,67.36,263.18
5782,9,2026-07-31,64.86,2.5,67.36,198.32
5782,10,2026-08-31,65.48,1.88,67.36,132.84
5782,11,2026-09-30,66.1,1.26,67.36,66.74
5782,12,2026-10-31,66.74,0.63,67.37,0.0
5783,1,2025-11-13,91.15,6.17,97.32,471.0
5783,2,2025-12-13,92.15,5.17,97.32,378.85
5783,3,2026-01-13,93.17,4.16,97.33,285.68
5783,4,2026-02-13,94.19,3.13,97.32,191.49
5783,5,2026-03-13,95.22,2.1,97.32,96.27
