customer_id,first_loan_id,first_loan_date,second_loan_id,second_loan_date,daydate_180,inactive_flag,acquisition_channel,risk_tier_at_signup,income_band,age_band,region
1314,388,2023-12-11,7432,2024-03-10,2024-06-08,0,paid_search,B,<40k,55+,Other
1315,344,2023-11-16,NULL,NULL,2024-05-14,1,partnership,A,40-70k,45-54,NY
1316,624,2024-02-04,NULL,NULL,2024-08-02,1,affiliate,B,<40k,25-34,Other
1318,625,2024-02-16,7433,2024-03-11,2024-08-14,0,affiliate,A,70-110k,35-44,Other
1321,2894,2025-03-09,NULL,NULL,2025-09-05,1,organic,A,110k+,45-54,Other
1322,3220,2025-04-12,NULL,NULL,2025-10-09,1,referral,A,110k+,25-34,Other
1323,294,2023-11-14,NULL,NULL,2024-05-12,1,organic,B,70-110k,35-44,NY
1326,2312,2024-12-26,7434,2025-04-21,2025-06-24,0,paid_search,B,70-110k,18-24,Other
1327,3344,2025-04-16,NULL,NULL,2025-10-13,1,affiliate,B,70-110k,45-54,NJ
1330,451,2023-12-08,7435,2024-01-23,2024-06-05,0,organic,A,110k+,25-34,Other
1331,2629,2025-01-21,NULL,NULL,2025-07-20,1,organic,A,<40k,25-34,NY
1332,5224,2025-09-07,NULL,NULL,2026-03-06,NULL,organic,A,40-70k,35-44,Other
1333,186,2023-09-16,7436,2023-10-27,2024-03-14,0,affiliate,C,<40k,55+,NY
1334,987,2024-05-18,7437,2024-10-03,2024-11-14,0,paid_search,A,70-110k,35-44,Other
1336,2643,2025-02-06,NULL,NULL,2025-08-05,1,affiliate,A,110k+,25-34,Other
1337,838,2024-04-05,NULL,NULL,2024-10-02,1,organic,A,70-110k,25-34,Other
1338,2754,2025-02-09,NULL,NULL,2025-08-08,1,paid_search,A,110k+,55+,Other
1339,5161,2025-09-27,NULL,NULL,2026-03-26,NULL,partnership,A,40-70k,25-34,NJ
1341,2016,2024-11-01,NULL,NULL,2025-04-30,1,paid_search,D,40-70k,18-24,Other
1342,968,2024-05-04,NULL,NULL,2024-10-31,1,organic,A,<40k,55+,Other
1343,613,2024-02-18,NULL,NULL,2024-08-16,1,partnership,A,<40k,25-34,NY
1345,1124,2024-07-14,NULL,NULL,2025-01-10,1,paid_search,A,40-70k,35-44,Other
1346,330,2023-11-29,NULL,NULL,2024-05-27,1,paid_search,B,40-70k,45-54,Other
1347,1521,2024-09-01,NULL,NULL,2025-02-28,1,organic,B,70-110k,25-34,Other
1348,1420,2024-08-10,7438,2024-08-25,2025-02-06,0,affiliate,B,40-70k,55+,Other
1351,6937,2025-12-08,NULL,NULL,2026-06-06,NULL,paid_search,C,70-110k,35-44,Other
1352,678,2024-03-10,NULL,NULL,2024-09-06,1,affiliate,B,40-70k,25-34,Other
1353,404,2023-12-20,7439,2024-01-27,2024-06-17,0,partnership,B,70-110k,25-34,Other
1354,2875,2025-02-13,NULL,NULL,2025-08-12,1,paid_search,C,<40k,25-34,NY
1355,3239,2025-04-26,NULL,NULL,2025-10-23,1,partnership,A,110k+,18-24,Other
1360,630,2024-02-19,NULL,NULL,2024-08-17,1,referral,A,<40k,25-34,NJ
1361,2002,2024-11-12,NULL,NULL,2025-05-11,1,paid_search,B,70-110k,35-44,NY
1362,4604,2025-08-31,NULL,NULL,2026-02-27,NULL,paid_search,A,40-70k,45-54,Other
1363,2353,2024-12-06,NULL,NULL,2025-06-04,1,paid_search,C,<40k,25-34,Other
1365,1915,2024-11-10,NULL,NULL,2025-05-09,1,paid_search,B,70-110k,35-44,NY
1369,1154,2024-07-21,NULL,NULL,2025-01-17,1,affiliate,B,40-70k,18-24,Other
1371,744,2024-03-04,NULL,NULL,2024-08-31,1,affiliate,A,<40k,25-34,NJ
1372,4582,2025-07-30,NULL,NULL,2026-01-26,NULL,paid_search,A,40-70k,25-34,Other
1378,2066,2024-11-24,NULL,NULL,2025-05-23,1,affiliate,A,70-110k,25-34,NY
1379,4664,2025-08-09,NULL,NULL,2026-02-05,NULL,paid_search,A,40-70k,18-24,Other
1386,904,2024-05-22,7440,2024-08-04,2024-11-18,0,organic,B,40-70k,45-54,Other
1387,814,2024-04-05,NULL,NULL,2024-10-02,1,affiliate,A,110k+,25-34,NY
1391,1340,2024-08-17,7441,2024-09-01,2025-02-13,0,paid_search,A,40-70k,25-34,NY
1392,4630,2025-08-09,NULL,NULL,2026-02-05,NULL,organic,A,70-110k,25-34,Other
1393,808,2024-04-09,7442,2024-06-03,2024-10-06,0,affiliate,A,110k+,35-44,NY
1394,1263,2024-07-03,7443,2024-08-15,2024-12-30,0,affiliate,B,70-110k,35-44,Other
1396,1856,2024-10-25,7444,2025-01-31,2025-04-23,0,affiliate,A,40-70k,25-34,Other
1397,2781,2025-02-23,NULL,NULL,2025-08-22,1,paid_search,A,40-70k,35-44,Other
1401,1596,2024-09-26,7445,2025-02-10,2025-03-25,0,paid_search,A,40-70k,35-44,Other
1402,2701,2025-02-17,NULL,NULL,2025-08-16,1,partnership,A,40-70k,25-34,Other
1404,925,2024-05-18,7446,2024-07-29,2024-11-14,0,affiliate,C,<40k,55+,Other
1405,415,2023-12-18,NULL,NULL,2024-06-15,1,organic,B,70-110k,25-34,NY
1406,333,2023-11-13,NULL,NULL,2024-05-11,1,organic,A,<40k,25-34,Other
1407,468,2023-12-24,NULL,NULL,2024-06-21,1,paid_search,B,40-70k,25-34,NY
1408,2486,2025-01-09,7447,2025-03-03,2025-07-08,0,partnership,A,70-110k,25-34,Other
1414,350,2023-11-22,NULL,NULL,2024-05-20,1,organic,A,110k+,55+,Other
1415,2578,2025-01-16,7448,2025-07-15,2025-07-15,0,organic,A,110k+,35-44,NJ
1417,835,2024-04-08,NULL,NULL,2024-10-05,1,organic,A,110k+,25-34,NY
1418,460,2023-12-17,NULL,NULL,2024-06-14,1,affiliate,A,40-70k,25-34,NY
1419,343,2023-11-02,NULL,NULL,2024-04-30,1,organic,A,70-110k,35-44,Other
1423,2738,2025-02-10,NULL,NULL,2025-08-09,1,referral,A,70-110k,35-44,NY
1424,871,2024-04-29,NULL,NULL,2024-10-26,1,paid_search,A,110k+,25-34,Other
1425,489,2024-01-07,NULL,NULL,2024-07-05,1,organic,A,70-110k,55+,Other
1426,412,2023-12-23,NULL,NULL,2024-06-20,1,paid_search,A,70-110k,25-34,Other
1430,3141,2025-03-22,7449,2025-04-11,2025-09-18,0,paid_search,A,70-110k,18-24,NY
1431,818,2024-04-27,NULL,NULL,2024-10-24,1,paid_search,A,70-110k,25-34,NJ
1432,7106,2025-12-05,NULL,NULL,2026-06-03,NULL,affiliate,B,70-110k,35-44,NY
1434,716,2024-03-01,NULL,NULL,2024-08-28,1,paid_search,A,<40k,25-34,NY
1439,999,2024-06-13,NULL,NULL,2024-12-10,1,affiliate,B,<40k,25-34,Other
1440,917,2024-05-16,NULL,NULL,2024-11-12,1,affiliate,B,70-110k,25-34,NY
1442,331,2023-11-25,7450,2023-12-21,2024-05-23,0,referral,A,110k+,35-44,NJ
1445,701,2024-03-16,NULL,NULL,2024-09-12,1,affiliate,C,40-70k,55+,NY
1446,2633,2025-01-19,NULL,NULL,2025-07-18,1,referral,A,40-70k,35-44,Other
1447,2252,2024-12-23,7451,2025-03-17,2025-06-21,0,affiliate,A,70-110k,18-24,Other
1448,1895,2024-11-01,NULL,NULL,2025-04-30,1,referral,B,40-70k,25-34,NY
1449,505,2024-01-27,NULL,NULL,2024-07-25,1,organic,B,40-70k,35-44,NJ
1450,511,2024-01-21,NULL,NULL,2024-07-19,1,affiliate,B,70-110k,25-34,Other
1451,2586,2025-01-28,NULL,NULL,2025-07-27,1,partnership,A,70-110k,18-24,Other
1452,2427,2024-12-02,7452,2025-02-25,2025-05-31,0,paid_search,A,40-70k,55+,NJ
1453,543,2024-01-18,NULL,NULL,2024-07-16,1,paid_search,B,40-70k,35-44,Other
1454,4010,2025-06-03,NULL,NULL,2025-11-30,1,referral,A,70-110k,18-24,Other
1455,262,2023-10-01,NULL,NULL,2024-03-29,1,organic,B,70-110k,55+,Other
1456,2325,2024-12-20,NULL,NULL,2025-06-18,1,paid_search,C,40-70k,35-44,NY
1458,5960,2025-10-18,NULL,NULL,2026-04-16,NULL,partnership,B,110k+,35-44,Other
1461,6387,2025-11-02,NULL,NULL,2026-05-01,NULL,organic,A,40-70k,35-44,Other
1462,621,2024-02-28,NULL,NULL,2024-08-26,1,referral,C,40-70k,45-54,Other
1463,634,2024-02-10,NULL,NULL,2024-08-08,1,paid_search,A,110k+,18-24,Other
1464,3077,2025-03-16,7453,2025-05-02,2025-09-12,0,affiliate,A,110k+,45-54,Other
1468,2488,2025-01-28,7454,2025-02-27,2025-07-27,0,partnership,B,<40k,55+,Other
1472,3584,2025-05-29,NULL,NULL,2025-11-25,1,organic,C,40-70k,25-34,NJ
1473,5179,2025-09-29,NULL,NULL,2026-03-28,NULL,affiliate,B,40-70k,25-34,NY
1474,233,2023-10-15,NULL,NULL,2024-04-12,1,paid_search,C,40-70k,25-34,NY
1476,483,2024-01-04,NULL,NULL,2024-07-02,1,organic,B,<40k,45-54,NY
1477,3976,2025-06-28,7455,2025-11-06,2025-12-25,0,organic,B,70-110k,55+,Other
1478,2313,2024-12-03,NULL,NULL,2025-06-01,1,affiliate,A,110k+,25-34,Other
1480,7069,2025-12-23,NULL,NULL,2026-06-21,NULL,organic,B,<40k,35-44,Other
1481,980,2024-05-01,7456,2024-09-05,2024-10-28,0,paid_search,A,<40k,25-34,Other
1483,567,2024-02-18,NULL,NULL,2024-08-16,1,affiliate,A,110k+,25-34,Other
1484,6878,2025-12-16,NULL,NULL,2026-06-14,NULL,organic,B,40-70k,25-34,Other
1485,236,2023-10-29,NULL,NULL,2024-04-26,1,paid_search,B,110k+,35-44,NY
1487,2409,2024-12-03,7457,2025-04-01,2025-06-01,0,paid_search,A,40-70k,45-54,Other
1488,866,2024-04-19,NULL,NULL,2024-10-16,1,affiliate,B,70-110k,35-44,NY
1489,305,2023-11-11,7458,2024-02-15,2024-05-09,0,paid_search,A,40-70k,45-54,Other
1490,6359,2025-11-19,NULL,NULL,2026-05-18,NULL,referral,A,<40k,18-24,Other
1491,4195,2025-06-04,NULL,NULL,2025-12-01,1,paid_search,A,40-70k,25-34,NY
1492,1270,2024-07-30,NULL,NULL,2025-01-26,1,paid_search,D,<40k,45-54,NJ
1494,1636,2024-09-12,NULL,NULL,2025-03-11,1,affiliate,B,70-110k,45-54,Other
1496,450,2023-12-10,NULL,NULL,2024-06-07,1,partnership,C,40-70k,45-54,NY
1498,5124,2025-09-20,NULL,NULL,2026-03-19,NULL,partnership,B,70-110k,35-44,Other
1502,310,2023-11-12,7459,2024-01-30,2024-05-10,0,organic,A,110k+,25-34,NY
1503,322,2023-11-27,7460,2024-01-04,2024-05-25,0,referral,A,70-110k,35-44,Other
1504,2524,2025-01-06,NULL,NULL,2025-07-05,1,organic,A,110k+,18-24,NJ
1506,975,2024-05-07,7461,2024-06-09,2024-11-03,0,affiliate,B,40-70k,25-34,NY
1510,615,2024-02-08,NULL,NULL,2024-08-06,1,paid_search,B,70-110k,25-34,Other
1514,6473,2025-11-08,NULL,NULL,2026-05-07,NULL,affiliate,B,<40k,18-24,Other
1515,5496,2025-10-09,NULL,NULL,2026-04-07,NULL,organic,A,40-70k,35-44,NJ
1516,458,2023-12-14,NULL,NULL,2024-06-11,1,paid_search,A,40-70k,18-24,Other
1519,2017,2024-11-09,NULL,NULL,2025-05-08,1,partnership,D,70-110k,25-34,NY
1520,1416,2024-08-20,7462,2024-10-30,2025-02-16,0,partnership,A,40-70k,35-44,NJ
1521,2820,2025-02-11,NULL,NULL,2025-08-10,1,referral,A,40-70k,55+,NY
1522,303,2023-11-09,7463,2023-11-20,2024-05-07,0,partnership,C,<40k,25-34,Other
1523,424,2023-12-15,7464,2024-06-07,2024-06-12,0,paid_search,B,70-110k,18-24,Other
1524,3429,2025-04-14,7465,2025-05-26,2025-10-11,0,paid_search,A,110k+,25-34,NY
1525,4426,2025-07-05,NULL,NULL,2026-01-01,NULL,partnership,B,70-110k,45-54,Other
1526,1254,2024-07-16,NULL,NULL,2025-01-12,1,referral,B,<40k,45-54,Other
1528,358,2023-11-12,7466,2024-03-23,2024-05-10,0,partnership,A,<40k,35-44,Other
1529,2887,2025-03-17,NULL,NULL,2025-09-13,1,organic,A,<40k,45-54,NY
1530,1458,2024-09-04,NULL,NULL,2025-03-03,1,referral,A,40-70k,25-34,NY
1531,522,2024-01-14,NULL,NULL,2024-07-12,1,referral,A,40-70k,25-34,Other
1532,2350,2024-12-21,7467,2025-03-07,2025-06-19,0,affiliate,A,70-110k,25-34,NJ
1533,296,2023-11-04,NULL,NULL,2024-05-02,1,partnership,A,<40k,45-54,NY
1534,439,2023-12-14,NULL,NULL,2024-06-11,1,affiliate,A,110k+,18-24,Other
1538,1327,2024-08-14,7468,2024-12-11,2025-02-10,0,organic,A,40-70k,25-34,NY
1543,2289,2024-12-03,NULL,NULL,2025-06-01,1,referral,C,70-110k,45-54,Other
1544,597,2024-02-25,NULL,NULL,2024-08-23,1,affiliate,B,70-110k,25-34,Other
1545,253,2023-10-16,NULL,NULL,2024-04-13,1,partnership,A,40-70k,25-34,NY
1546,293,2023-11-20,NULL,NULL,2024-05-18,1,paid_search,A,70-110k,25-34,NY
1547,340,2023-11-21,NULL,NULL,2024-05-19,1,organic,B,40-70k,45-54,NJ
1551,366,2023-11-11,7469,2024-03-20,2024-05-09,0,partnership,A,70-110k,55+,NY
1554,1085,2024-06-17,7470,2024-08-04,2024-12-14,0,referral,C,40-70k,35-44,Other
1555,1526,2024-09-21,NULL,NULL,2025-03-20,1,partnership,B,40-70k,25-34,Other
1556,1666,2024-10-16,NULL,NULL,2025-04-14,1,affiliate,A,40-70k,25-34,NY
1557,2249,2024-12-22,7471,2025-01-06,2025-06-20,0,paid_search,A,110k+,18-24,Other
1558,642,2024-03-05,NULL,NULL,2024-09-01,1,organic,B,110k+,45-54,Other
1567,1589,2024-09-23,NULL,NULL,2025-03-22,1,paid_search,B,70-110k,45-54,Other
1568,2838,2025-02-07,7472,2025-04-09,2025-08-06,0,paid_search,B,70-110k,25-34,Other
1569,2345,2024-12-05,7473,2025-01-24,2025-06-03,0,paid_search,A,40-70k,35-44,Other
1572,2163,2024-12-30,7474,2025-04-21,2025-06-28,0,referral,B,<40k,18-24,NJ
1573,627,2024-02-11,7475,2024-08-09,2024-08-09,0,affiliate,A,40-70k,35-44,Other
1574,2377,2024-12-18,NULL,NULL,2025-06-16,1,affiliate,C,<40k,18-24,Other
1575,527,2024-01-03,NULL,NULL,2024-07-01,1,paid_search,A,110k+,25-34,Other
1580,883,2024-05-17,NULL,NULL,2024-11-13,1,paid_search,A,40-70k,25-34,NY
1581,235,2023-10-25,NULL,NULL,2024-04-22,1,paid_search,A,40-70k,45-54,Other
1582,2708,2025-02-26,7476,2025-04-12,2025-08-25,0,organic,A,110k+,25-34,NY
1584,1329,2024-08-05,NULL,NULL,2025-02-01,1,organic,B,70-110k,25-34,NJ
1586,3550,2025-05-02,NULL,NULL,2025-10-29,1,partnership,B,40-70k,18-24,Other
1588,317,2023-11-18,NULL,NULL,2024-05-16,1,referral,C,40-70k,35-44,NY
1589,795,2024-04-07,NULL,NULL,2024-10-04,1,organic,A,40-70k,45-54,Other
1595,4912,2025-08-20,NULL,NULL,2026-02-16,NULL,partnership,A,70-110k,18-24,Other
1596,1162,2024-07-10,7477,2024-08-06,2025-01-06,0,partnership,B,40-70k,35-44,NY
1597,2717,2025-02-19,7478,2025-05-30,2025-08-18,0,affiliate,B,40-70k,35-44,NY
1598,7112,2025-12-31,NULL,NULL,2026-06-29,NULL,referral,A,110k+,45-54,NJ
1599,279,2023-10-29,7479,2023-12-11,2024-04-26,0,affiliate,A,110k+,25-34,NY
1600,663,2024-03-02,NULL,NULL,2024-08-29,1,affiliate,A,<40k,45-54,Other
1606,2020,2024-11-01,NULL,NULL,2025-04-30,1,affiliate,B,110k+,35-44,NY
1608,1651,2024-10-15,NULL,NULL,2025-04-13,1,referral,B,70-110k,25-34,NY
1609,1062,2024-06-29,7480,2024-08-18,2024-12-26,0,organic,B,110k+,55+,NY
1611,4624,2025-08-17,NULL,NULL,2026-02-13,NULL,paid_search,C,40-70k,55+,Other
1612,292,2023-11-15,NULL,NULL,2024-05-13,1,organic,A,70-110k,45-54,NJ
1615,6139,2025-11-17,NULL,NULL,2026-05-16,NULL,paid_search,A,110k+,25-34,Other
1616,6540,2025-12-29,NULL,NULL,2026-06-27,NULL,paid_search,A,<40k,25-34,NY
1617,508,2024-01-19,NULL,NULL,2024-07-17,1,paid_search,B,40-70k,25-34,NY
1618,368,2023-11-12,7481,2024-01-03,2024-05-10,0,referral,A,110k+,18-24,NJ
1619,2307,2024-12-13,NULL,NULL,2025-06-11,1,paid_search,B,110k+,45-54,Other
1621,1456,2024-09-05,NULL,NULL,2025-03-04,1,paid_search,C,70-110k,35-44,Other
1624,3458,2025-04-29,NULL,NULL,2025-10-26,1,paid_search,B,40-70k,18-24,Other
1626,2450,2025-01-25,7482,2025-05-10,2025-07-24,0,affiliate,A,70-110k,25-34,NY
1630,2603,2025-01-10,7483,2025-04-04,2025-07-09,0,paid_search,B,40-70k,45-54,NY
1631,1897,2024-11-13,NULL,NULL,2025-05-12,1,organic,B,40-70k,35-44,NY
1632,1387,2024-08-16,NULL,NULL,2025-02-12,1,paid_search,A,40-70k,35-44,Other
1633,3675,2025-05-19,NULL,NULL,2025-11-15,1,paid_search,B,110k+,55+,NY
1634,774,2024-04-28,NULL,NULL,2024-10-25,1,affiliate,B,70-110k,18-24,NY
1636,463,2023-12-20,7484,2024-02-23,2024-06-17,0,paid_search,B,<40k,55+,Other
1637,1074,2024-06-26,NULL,NULL,2024-12-23,1,affiliate,C,70-110k,25-34,Other
1640,622,2024-02-01,NULL,NULL,2024-07-30,1,paid_search,A,70-110k,35-44,Other
1641,2248,2024-12-17,NULL,NULL,2025-06-15,1,affiliate,A,70-110k,55+,NY
1642,908,2024-05-29,7485,2024-08-22,2024-11-25,0,partnership,A,110k+,25-34,NJ
1643,870,2024-04-13,NULL,NULL,2024-10-10,1,partnership,B,40-70k,45-54,NJ
1644,816,2024-04-04,NULL,NULL,2024-10-01,1,organic,B,<40k,45-54,Other
1645,6583,2025-12-21,NULL,NULL,2026-06-19,NULL,paid_search,C,40-70k,55+,NY
1651,385,2023-12-15,NULL,NULL,2024-06-12,1,affiliate,A,70-110k,55+,NY
1652,462,2023-12-26,7486,2024-01-02,2024-06-23,0,partnership,A,40-70k,45-54,NY
1653,1689,2024-10-23,NULL,NULL,2025-04-21,1,organic,C,<40k,25-34,NY
1654,1516,2024-09-09,NULL,NULL,2025-03-08,1,partnership,A,70-110k,35-44,NY
1655,3047,2025-03-01,NULL,NULL,2025-08-28,1,paid_search,A,70-110k,25-34,NJ
1657,401,2023-12-26,7487,2024-01-18,2024-06-23,0,referral,A,40-70k,45-54,NY
1659,2156,2024-12-17,7488,2025-03-27,2025-06-15,0,organic,A,110k+,18-24,Other
1661,494,2024-01-26,7489,2024-07-10,2024-07-24,0,referral,A,70-110k,35-44,Other
1662,3985,2025-06-20,7490,2025-09-22,2025-12-17,0,affiliate,A,70-110k,25-34,Other
1664,860,2024-04-06,NULL,NULL,2024-10-03,1,organic,A,110k+,18-24,NY
1665,2501,2025-01-17,NULL,NULL,2025-07-16,1,partnership,B,<40k,35-44,NY
1669,846,2024-04-26,7491,2024-06-22,2024-10-23,0,referral,C,40-70k,35-44,NY
1670,557,2024-02-12,NULL,NULL,2024-08-10,1,referral,A,70-110k,18-24,NJ
1672,5719,2025-10-11,NULL,NULL,2026-04-09,NULL,organic,A,70-110k,25-34,NJ
1673,1037,2024-06-09,NULL,NULL,2024-12-06,1,paid_search,B,70-110k,25-34,NY
1674,1048,2024-06-07,NULL,NULL,2024-12-04,1,organic,B,70-110k,45-54,Other
1675,1247,2024-07-26,7492,2024-09-13,2025-01-22,0,partnership,A,<40k,35-44,Other
1676,2680,2025-02-26,NULL,NULL,2025-08-25,1,affiliate,C,<40k,35-44,NJ
1677,752,2024-04-08,7493,2024-06-17,2024-10-05,0,paid_search,A,70-110k,25-34,Other
1678,652,2024-03-19,7494,2024-08-26,2024-09-15,0,organic,A,40-70k,25-34,Other
1679,1084,2024-06-13,7495,2024-07-01,2024-12-10,0,paid_search,A,<40k,25-34,NY
1681,3609,2025-05-29,7496,2025-06-05,2025-11-25,0,affiliate,A,<40k,35-44,Other
1683,687,2024-03-26,7497,2024-06-30,2024-09-22,0,organic,A,70-110k,25-34,Other
1684,2871,2025-02-09,7498,2025-03-13,2025-08-08,0,paid_search,A,70-110k,55+,NY
1685,6865,2025-12-01,NULL,NULL,2026-05-30,NULL,organic,A,<40k,25-34,NY
1688,3249,2025-04-09,NULL,NULL,2025-10-06,1,organic,A,70-110k,45-54,NJ
1689,3603,2025-05-22,7499,2025-07-20,2025-11-18,0,partnership,A,70-110k,45-54,Other
1690,4073,2025-06-19,NULL,NULL,2025-12-16,1,paid_search,A,40-70k,45-54,NJ
1693,2600,2025-01-04,7500,2025-03-31,2025-07-03,0,organic,A,40-70k,25-34,NY
1695,6028,2025-11-25,NULL,NULL,2026-05-24,NULL,partnership,A,70-110k,35-44,Other
1700,1445,2024-09-17,NULL,NULL,2025-03-16,1,affiliate,A,110k+,25-34,Other
1702,1279,2024-07-19,7501,2024-08-03,2025-01-15,0,affiliate,A,40-70k,45-54,Other
1703,6828,2025-12-13,NULL,NULL,2026-06-11,NULL,organic,B,<40k,35-44,Other
1707,4556,2025-07-24,NULL,NULL,2026-01-20,NULL,partnership,B,70-110k,35-44,Other
1708,3805,2025-05-26,NULL,NULL,2025-11-22,1,organic,B,40-70k,18-24,Other
1709,5235,2025-09-06,NULL,NULL,2026-03-05,NULL,partnership,B,110k+,25-34,NY
1710,1725,2024-10-15,NULL,NULL,2025-04-13,1,paid_search,A,70-110k,18-24,NJ
1712,4812,2025-08-27,NULL,NULL,2026-02-23,NULL,affiliate,A,<40k,35-44,Other
1713,680,2024-03-02,NULL,NULL,2024-08-29,1,paid_search,A,110k+,18-24,NJ
1715,3177,2025-03-03,7502,2025-04-24,2025-08-30,0,paid_search,A,40-70k,45-54,NY
1717,3291,2025-04-16,7503,2025-08-27,2025-10-13,0,organic,B,40-70k,45-54,NY
1718,291,2023-11-03,7504,2023-12-04,2024-05-01,0,affiliate,A,70-110k,18-24,Other
1721,314,2023-11-04,7505,2024-03-28,2024-05-02,0,paid_search,A,70-110k,25-34,NJ
1724,2676,2025-02-08,7506,2025-02-28,2025-08-07,0,partnership,A,110k+,35-44,NY
1726,865,2024-04-10,NULL,NULL,2024-10-07,1,affiliate,A,40-70k,55+,NY
1727,3202,2025-04-04,7507,2025-05-21,2025-10-01,0,affiliate,B,70-110k,45-54,Other
1728,442,2023-12-31,NULL,NULL,2024-06-28,1,paid_search,C,40-70k,25-34,NY
1731,5218,2025-09-08,NULL,NULL,2026-03-07,NULL,partnership,B,70-110k,25-34,Other
1732,685,2024-03-23,7508,2024-08-08,2024-09-19,0,organic,A,40-70k,25-34,NY
1733,1584,2024-09-11,NULL,NULL,2025-03-10,1,affiliate,D,<40k,45-54,NY
1734,438,2023-12-02,7509,2023-12-25,2024-05-30,0,affiliate,B,<40k,55+,NY
1735,445,2023-12-12,NULL,NULL,2024-06-09,1,paid_search,A,70-110k,25-34,Other
1736,420,2023-12-01,7510,2023-12-27,2024-05-29,0,partnership,B,<40k,25-34,NY
1738,1451,2024-09-29,NULL,NULL,2025-03-28,1,organic,A,110k+,35-44,Other
1739,3936,2025-06-16,NULL,NULL,2025-12-13,1,partnership,C,70-110k,55+,NY
1741,2147,2024-12-22,NULL,NULL,2025-06-20,1,paid_search,B,<40k,35-44,NJ
1742,598,2024-02-23,NULL,NULL,2024-08-21,1,partnership,B,40-70k,35-44,NJ
1743,815,2024-04-05,NULL,NULL,2024-10-02,1,affiliate,B,110k+,18-24,Other
1744,639,2024-03-06,NULL,NULL,2024-09-02,1,paid_search,A,70-110k,45-54,NJ
1745,759,2024-04-13,7511,2024-08-10,2024-10-10,0,referral,A,<40k,45-54,NJ
1747,2716,2025-02-08,7512,2025-03-29,2025-08-07,0,affiliate,A,70-110k,25-34,Other
1750,1984,2024-11-19,NULL,NULL,2025-05-18,1,paid_search,C,40-70k,45-54,NY
1751,1640,2024-10-29,NULL,NULL,2025-04-27,1,affiliate,C,40-70k,25-34,NY
1752,6465,2025-11-27,NULL,NULL,2026-05-26,NULL,paid_search,D,40-70k,35-44,Other
1754,674,2024-03-04,NULL,NULL,2024-08-31,1,paid_search,A,40-70k,45-54,Other
1755,1429,2024-08-16,NULL,NULL,2025-02-12,1,affiliate,B,<40k,25-34,Other
1756,542,2024-01-29,NULL,NULL,2024-07-27,1,partnership,A,110k+,55+,Other
1757,1751,2024-10-31,NULL,NULL,2025-04-29,1,partnership,C,40-70k,25-34,NY
1759,939,2024-05-17,NULL,NULL,2024-11-13,1,partnership,A,40-70k,18-24,Other
1761,355,2023-11-26,7513,2024-01-16,2024-05-24,0,affiliate,A,<40k,18-24,NY
1765,879,2024-05-16,NULL,NULL,2024-11-12,1,referral,A,70-110k,25-34,Other
1766,586,2024-02-27,7514,2024-03-05,2024-08-25,0,organic,A,<40k,25-34,Other
1767,1212,2024-07-26,NULL,NULL,2025-01-22,1,paid_search,A,70-110k,18-24,Other
1770,662,2024-03-10,NULL,NULL,2024-09-06,1,paid_search,A,70-110k,25-34,Other
1772,532,2024-01-02,NULL,NULL,2024-06-30,1,referral,B,<40k,55+,Other
1773,2481,2025-01-24,NULL,NULL,2025-07-23,1,paid_search,C,70-110k,35-44,NY
1775,821,2024-04-14,NULL,NULL,2024-10-11,1,partnership,B,<40k,25-34,Other
1776,718,2024-03-25,NULL,NULL,2024-09-21,1,partnership,B,110k+,25-34,Other
1777,356,2023-11-19,7515,2024-01-26,2024-05-17,0,paid_search,A,<40k,35-44,NY
1780,1518,2024-09-30,NULL,NULL,2025-03-29,1,partnership,C,<40k,35-44,Other
1783,5148,2025-09-03,NULL,NULL,2026-03-02,NULL,partnership,A,40-70k,18-24,NY
1784,473,2023-12-21,NULL,NULL,2024-06-18,1,affiliate,B,<40k,35-44,Other
1788,3248,2025-04-02,NULL,NULL,2025-09-29,1,affiliate,A,<40k,35-44,NY
1790,3367,2025-04-14,NULL,NULL,2025-10-11,1,affiliate,A,110k+,25-34,NY
1791,1667,2024-10-20,NULL,NULL,2025-04-18,1,paid_search,A,40-70k,25-34,NY
1792,804,2024-04-13,NULL,NULL,2024-10-10,1,paid_search,A,40-70k,18-24,Other
1793,298,2023-11-04,7516,2024-03-10,2024-05-02,0,affiliate,A,<40k,45-54,Other
1797,4508,2025-07-23,NULL,NULL,2026-01-19,NULL,affiliate,A,40-70k,35-44,NJ
1800,3250,2025-04-21,7517,2025-05-22,2025-10-18,0,paid_search,A,70-110k,18-24,NJ
1805,6785,2025-12-31,NULL,NULL,2026-06-29,NULL,paid_search,B,70-110k,35-44,NJ
1807,620,2024-02-18,7518,2024-03-29,2024-08-16,0,paid_search,B,110k+,35-44,Other
1808,893,2024-05-02,7519,2024-07-15,2024-10-29,0,referral,A,70-110k,18-24,NY
1809,283,2023-11-04,NULL,NULL,2024-05-02,1,organic,A,70-110k,45-54,Other
1810,7031,2025-12-26,NULL,NULL,2026-06-24,NULL,organic,C,40-70k,55+,NJ
1813,1975,2024-11-15,NULL,NULL,2025-05-14,1,affiliate,A,40-70k,25-34,Other
1814,3641,2025-05-20,NULL,NULL,2025-11-16,1,partnership,C,40-70k,25-34,NY
1815,516,2024-01-13,NULL,NULL,2024-07-11,1,organic,C,40-70k,25-34,Other
1816,5470,2025-10-26,NULL,NULL,2026-04-24,NULL,paid_search,B,70-110k,18-24,Other
