customer_id,total_payment_180d,total_loss_180d,net_ltv_180d,pareto_x,cum_ltv_180d,pareto_y
4151,812.01,0.00,812.01,19.32,1005953.84,37.569380
193,811.95,0.00,811.95,19.34,1006765.79,37.599704
8778,811.35,0.00,811.35,19.36,1007577.14,37.630006
672,811.25,0.00,811.25,19.38,1008388.39,37.660304
3996,811.24,0.00,811.24,19.40,1009199.63,37.690601
4547,809.92,0.00,809.92,19.43,1010009.55,37.720849
10262,808.94,0.00,808.94,19.45,1010818.49,37.751061
8699,808.70,0.00,808.70,19.47,1011627.19,37.781263
149,808.07,0.00,808.07,19.49,1012435.26,37.811442
2830,807.95,0.00,807.95,19.51,1013243.21,37.841617
2243,807.86,0.00,807.86,19.53,1014051.07,37.871788
7988,807.78,0.00,807.78,19.55,1014858.85,37.901956
13138,807.44,0.00,807.44,19.57,1015666.29,37.932111
696,807.30,0.00,807.30,19.59,1016473.59,37.962262
2322,806.28,0.00,806.28,19.62,1017279.87,37.992374
10419,806.05,0.00,806.05,19.64,1018085.92,38.022477
6556,805.57,0.00,805.57,19.66,1018891.49,38.052563
5422,805.35,0.00,805.35,19.68,1019696.84,38.082640
13074,805.31,0.00,805.31,19.70,1020502.15,38.112716
5982,805.13,0.00,805.13,19.72,1021307.28,38.142786
269,804.92,0.00,804.92,19.74,1022112.20,38.172847
3997,804.77,0.00,804.77,19.76,1022916.97,38.202903
7043,804.00,0.00,804.00,19.78,1023720.97,38.232930
6610,803.82,0.00,803.82,19.81,1024524.79,38.262950
70,803.64,0.00,803.64,19.83,1025328.43,38.292964
12,803.42,0.00,803.42,19.85,1026131.85,38.322969
5601,802.93,0.00,802.93,19.87,1026934.78,38.352956
10325,802.75,0.00,802.75,19.89,1027737.53,38.382936
7793,802.50,0.00,802.50,19.91,1028540.03,38.412907
9418,802.25,0.00,802.25,19.93,1029342.28,38.442869
10605,801.84,0.00,801.84,19.95,1030144.12,38.472815
482,801.56,0.00,801.56,19.97,1030945.68,38.502751
2934,801.48,0.00,801.48,20.00,1031747.16,38.532684
301,801.44,0.00,801.44,20.02,1032548.60,38.562615
346,801.36,0.00,801.36,20.04,1033349.96,38.592544
11136,800.94,0.00,800.94,20.06,1034150.90,38.622457
2305,800.00,0.00,800.00,20.08,1034950.90,38.652334
6460,799.84,0.00,799.84,20.10,1035750.74,38.682206
9879,799.37,0.00,799.37,20.12,1036550.11,38.712060
4425,799.07,0.00,799.07,20.14,1037349.18,38.741903
466,799.02,0.00,799.02,20.16,1038148.20,38.771744
5947,798.71,0.00,798.71,20.19,1038946.91,38.801573
6118,798.67,0.00,798.67,20.21,1039745.58,38.831401
7507,798.27,0.00,798.27,20.23,1040543.85,38.861214
3655,797.92,0.00,797.92,20.25,1041341.77,38.891014
3409,797.45,0.00,797.45,20.27,1042139.22,38.920797
11496,797.44,0.00,797.44,20.29,1042936.66,38.950579
5842,797.31,0.00,797.31,20.31,1043733.97,38.980356
5495,797.28,0.00,797.28,20.33,1044531.25,39.010132
3759,796.23,0.00,796.23,20.36,1045327.48,39.039869
2451,796.20,0.00,796.20,20.38,1046123.68,39.069604
2072,795.78,0.00,795.78,20.40,1046919.46,39.099324
11318,795.62,0.00,795.62,20.42,1047715.08,39.129038
411,794.81,0.00,794.81,20.44,1048509.89,39.158722
5744,794.69,0.00,794.69,20.46,1049304.58,39.188401
6738,794.44,0.00,794.44,20.48,1050099.02,39.218071
1124,794.03,0.00,794.03,20.50,1050893.05,39.247726
2793,793.64,0.00,793.64,20.52,1051686.69,39.277366
1954,793.30,0.00,793.30,20.55,1052479.99,39.306994
1052,792.92,0.00,792.92,20.57,1053272.91,39.336607
4952,792.55,0.00,792.55,20.59,1054065.46,39.366206
3625,792.54,0.00,792.54,20.61,1054858.00,39.395805
1857,792.40,0.00,792.40,20.63,1055650.40,39.425399
5772,792.37,0.00,792.37,20.65,1056442.77,39.454992
2296,792.02,0.00,792.02,20.67,1057234.79,39.484571
820,791.90,0.00,791.90,20.69,1058026.69,39.514146
1387,791.84,0.00,791.84,20.71,1058818.53,39.543719
11657,791.30,0.00,791.30,20.74,1059609.83,39.573272
4055,791.28,0.00,791.28,20.76,1060401.11,39.602824
4312,791.13,0.00,791.13,20.78,1061192.24,39.632370
3755,791.08,0.00,791.08,20.80,1061983.32,39.661915
3520,790.33,0.00,790.33,20.82,1062773.65,39.691431
10238,789.90,0.00,789.90,20.84,1063563.55,39.720931
1890,789.27,0.00,789.27,20.86,1064352.82,39.750408
3571,789.08,0.00,789.08,20.88,1065141.90,39.779878
13249,788.90,0.00,788.90,20.90,1065930.80,39.809341
9215,788.37,0.00,788.37,20.93,1066719.17,39.838784
3675,787.82,0.00,787.82,20.95,1067506.99,39.868207
11655,787.47,0.00,787.47,20.97,1068294.46,39.897617
4030,787.12,0.00,787.12,20.99,1069081.58,39.927013
165,787.10,0.00,787.10,21.01,1069868.68,39.956409
1055,786.86,0.00,786.86,21.03,1070655.54,39.985796
7263,786.32,0.00,786.32,21.05,1071441.86,40.015163
81,785.98,0.00,785.98,21.07,1072227.84,40.044517
2604,785.85,0.00,785.85,21.09,1073013.69,40.073866
31,785.48,0.00,785.48,21.12,1073799.17,40.103201
10625,784.87,0.00,784.87,21.14,1074584.04,40.132514
6981,784.79,0.00,784.79,21.16,1075368.83,40.161824
9740,784.77,0.00,784.77,21.18,1076153.60,40.191132
6627,784.51,0.00,784.51,21.20,1076938.11,40.220431
1524,784.15,0.00,784.15,21.22,1077722.26,40.249717
5405,784.11,0.00,784.11,21.24,1078506.37,40.279001
10902,784.05,0.00,784.05,21.26,1079290.42,40.308283
4274,783.64,0.00,783.64,21.29,1080074.06,40.337550
3974,783.41,0.00,783.41,21.31,1080857.47,40.366808
10780,783.22,0.00,783.22,21.33,1081640.69,40.396059
5138,782.96,0.00,782.96,21.35,1082423.65,40.425300
9887,781.78,0.00,781.78,21.37,1083205.43,40.454497
4638,781.68,0.00,781.68,21.39,1083987.11,40.483691
9542,781.65,0.00,781.65,21.41,1084768.76,40.512883
1477,781.36,0.00,781.36,21.43,1085550.12,40.542064
2902,781.28,0.00,781.28,21.45,1086331.40,40.571243
9081,780.91,0.00,780.91,21.48,1087112.31,40.600408
3220,780.83,0.00,780.83,21.50,1087893.14,40.629569
6786,780.79,0.00,780.79,21.52,1088673.93,40.658729
5176,780.00,0.00,780.00,21.54,1089453.93,40.687860
2342,779.70,0.00,779.70,21.56,1090233.63,40.716980
3405,779.45,0.00,779.45,21.58,1091013.08,40.746090
1059,779.13,0.00,779.13,21.60,1091792.21,40.775188
4932,778.85,0.00,778.85,21.62,1092571.06,40.804276
7566,778.76,0.00,778.76,21.64,1093349.82,40.833360
3701,778.62,0.00,778.62,21.67,1094128.44,40.862439
1430,778.45,0.00,778.45,21.69,1094906.89,40.891512
439,778.45,0.00,778.45,21.71,1095685.34,40.920585
6004,778.17,0.00,778.17,21.73,1096463.51,40.949647
2836,777.79,0.00,777.79,21.75,1097241.30,40.978695
458,777.44,0.00,777.44,21.77,1098018.74,41.007730
6752,777.22,0.00,777.22,21.79,1098795.96,41.036757
3150,777.06,0.00,777.06,21.81,1099573.02,41.065778
2968,776.59,0.00,776.59,21.83,1100349.61,41.094781
4135,776.35,0.00,776.35,21.86,1101125.96,41.123776
8555,776.01,0.00,776.01,21.88,1101901.97,41.152757
2004,775.87,0.00,775.87,21.90,1102677.84,41.181734
2371,775.78,0.00,775.78,21.92,1103453.62,41.210707
5681,774.59,0.00,774.59,21.94,1104228.21,41.239635
11971,774.35,0.00,774.35,21.96,1105002.56,41.268555
6153,774.01,0.00,774.01,21.98,1105776.57,41.297462
6980,773.35,0.00,773.35,22.00,1106549.92,41.326344
8639,773.34,0.00,773.34,22.02,1107323.26,41.355226
11798,773.19,0.00,773.19,22.05,1108096.45,41.384103
5335,772.27,0.00,772.27,22.07,1108868.72,41.412945
11093,772.13,0.00,772.13,22.09,1109640.85,41.441781
2818,771.89,0.00,771.89,22.11,1110412.74,41.470609
8334,771.63,0.00,771.63,22.13,1111184.37,41.499427
4105,771.05,0.00,771.05,22.15,1111955.42,41.528224
7153,770.94,0.00,770.94,22.17,1112726.36,41.557016
1615,770.85,0.00,770.85,22.19,1113497.21,41.585805
7715,770.82,0.00,770.82,22.22,1114268.03,41.614593
274,770.79,0.00,770.79,22.24,1115038.82,41.643380
6300,770.51,0.00,770.51,22.26,1115809.33,41.672156
5939,770.34,0.00,770.34,22.28,1116579.67,41.700926
5468,769.63,0.00,769.63,22.30,1117349.30,41.729669
6087,769.45,0.00,769.45,22.32,1118118.75,41.758406
8929,768.94,0.00,768.94,22.34,1118887.69,41.787123
3570,768.89,0.00,768.89,22.36,1119656.58,41.815839
10488,768.55,0.00,768.55,22.38,1120425.13,41.844542
565,768.34,0.00,768.34,22.41,1121193.47,41.873237
9374,768.27,0.00,768.27,22.43,1121961.74,41.901930
46,768.01,0.00,768.01,22.45,1122729.75,41.930613
663,767.82,0.00,767.82,22.47,1123497.57,41.959289
5520,767.77,0.00,767.77,22.49,1124265.34,41.987963
356,767.61,0.00,767.61,22.51,1125032.95,42.016631
121,767.44,0.00,767.44,22.53,1125800.39,42.045292
504,765.99,0.00,765.99,22.55,1126566.38,42.073900
4001,765.97,0.00,765.97,22.57,1127332.35,42.102506
12212,765.81,0.00,765.81,22.60,1128098.16,42.131107
1580,765.33,0.00,765.33,22.62,1128863.49,42.159690
8811,764.67,0.00,764.67,22.64,1129628.16,42.188248
3888,764.05,0.00,764.05,22.66,1130392.21,42.216783
6220,763.26,0.00,763.26,22.68,1131155.47,42.245288
7599,762.97,0.00,762.97,22.70,1131918.44,42.273783
3910,762.75,0.00,762.75,22.72,1132681.19,42.302270
7131,762.70,0.00,762.70,22.74,1133443.89,42.330754
4623,762.38,0.00,762.38,22.76,1134206.27,42.359227
7125,762.13,0.00,762.13,22.79,1134968.40,42.387690
2144,760.86,0.00,760.86,22.81,1135729.26,42.416106
4399,760.77,0.00,760.77,22.83,1136490.03,42.444518
916,760.71,0.00,760.71,22.85,1137250.74,42.472929
4870,760.54,0.00,760.54,22.87,1138011.28,42.501332
341,760.00,0.00,760.00,22.89,1138771.28,42.529716
2853,759.93,0.00,759.93,22.91,1139531.21,42.558097
161,759.00,0.00,759.00,22.93,1140290.21,42.586444
3000,758.88,0.00,758.88,22.95,1141049.09,42.614786
7144,758.74,0.00,758.74,22.98,1141807.83,42.643122
8834,758.57,0.00,758.57,23.00,1142566.40,42.671453
7103,758.49,0.00,758.49,23.02,1143324.89,42.699780
12353,757.55,0.00,757.55,23.04,1144082.44,42.728072
2758,757.34,0.00,757.34,23.06,1144839.78,42.756357
9171,757.14,0.00,757.14,23.08,1145596.92,42.784634
2548,756.78,0.00,756.78,23.10,1146353.70,42.812897
2114,756.60,0.00,756.60,23.12,1147110.30,42.841154
7432,756.05,0.00,756.05,23.15,1147866.35,42.869390
6963,756.00,0.00,756.00,23.17,1148622.35,42.897624
8731,755.93,0.00,755.93,23.19,1149378.28,42.925856
6615,755.81,0.00,755.81,23.21,1150134.09,42.954083
9853,755.38,0.00,755.38,23.23,1150889.47,42.982295
5619,755.38,0.00,755.38,23.25,1151644.85,43.010506
8093,755.33,0.00,755.33,23.27,1152400.18,43.038715
11886,755.22,0.00,755.22,23.29,1153155.40,43.066920
4067,755.09,0.00,755.09,23.31,1153910.49,43.095121
9963,754.93,0.00,754.93,23.34,1154665.42,43.123315
8102,754.68,0.00,754.68,23.36,1155420.10,43.151500
4746,754.54,0.00,754.54,23.38,1156174.64,43.179680
2055,753.43,0.00,753.43,23.40,1156928.07,43.207818
9625,753.42,0.00,753.42,23.42,1157681.49,43.235956
652,753.17,0.00,753.17,23.44,1158434.66,43.264085
10795,753.13,0.00,753.13,23.46,1159187.79,43.292212
1637,753.11,0.00,753.11,23.48,1159940.90,43.320338
4610,753.07,0.00,753.07,23.50,1160693.97,43.348463
4757,752.95,0.00,752.95,23.53,1161446.92,43.376584
4185,752.65,0.00,752.65,23.55,1162199.57,43.404693
432,752.53,0.00,752.53,23.57,1162952.10,43.432798
1732,752.50,0.00,752.50,23.59,1163704.60,43.460901
10321,752.10,0.00,752.10,23.61,1164456.70,43.488990
12271,752.05,0.00,752.05,23.63,1165208.75,43.517077
1300,752.04,0.00,752.04,23.65,1165960.79,43.545163
3294,751.94,0.00,751.94,23.67,1166712.73,43.573246
6170,751.92,0.00,751.92,23.69,1167464.65,43.601328
707,751.81,0.00,751.81,23.72,1168216.46,43.629406
7998,751.66,0.00,751.66,23.74,1168968.12,43.657478
1439,751.41,0.00,751.41,23.76,1169719.53,43.685541
7202,751.17,0.00,751.17,23.78,1170470.70,43.713595
5129,751.02,0.00,751.02,23.80,1171221.72,43.741644
4537,750.76,0.00,750.76,23.82,1171972.48,43.769682
3972,750.45,0.00,750.45,23.84,1172722.93,43.797709
4787,750.06,0.00,750.06,23.86,1173472.99,43.825722
335,749.96,0.00,749.96,23.89,1174222.95,43.853731
8101,749.90,0.00,749.90,23.91,1174972.85,43.881737
569,749.31,0.00,749.31,23.93,1175722.16,43.909722
423,749.29,0.00,749.29,23.95,1176471.45,43.937705
8140,747.66,0.00,747.66,23.97,1177219.11,43.965628
7434,747.54,0.00,747.54,23.99,1177966.65,43.993547
3078,747.41,0.00,747.41,24.01,1178714.06,44.021460
8163,747.39,0.00,747.39,24.03,1179461.45,44.049373
659,747.13,0.00,747.13,24.05,1180208.58,44.077276
13228,746.50,0.00,746.50,24.08,1180955.08,44.105156
4534,746.15,0.00,746.15,24.10,1181701.23,44.133022
7772,745.99,0.00,745.99,24.12,1182447.22,44.160883
7538,745.81,0.00,745.81,24.14,1183193.03,44.188736
870,745.71,0.00,745.71,24.16,1183938.74,44.216586
7887,745.54,0.00,745.54,24.18,1184684.28,44.244430
908,744.18,0.00,744.18,24.20,1185428.46,44.272223
2664,743.96,0.00,743.96,24.22,1186172.42,44.300008
2856,743.95,0.00,743.95,24.24,1186916.37,44.327792
11355,743.48,0.00,743.48,24.27,1187659.85,44.355559
3296,743.21,0.00,743.21,24.29,1188403.06,44.383315
4865,742.77,0.00,742.77,24.31,1189145.83,44.411056
357,742.39,0.00,742.39,24.33,1189888.22,44.438782
2467,742.04,0.00,742.04,24.35,1190630.26,44.466495
1533,741.66,0.00,741.66,24.37,1191371.92,44.494193
6395,741.54,0.00,741.54,24.39,1192113.46,44.521888
1514,741.36,0.00,741.36,24.41,1192854.82,44.549575
10865,740.90,0.00,740.90,24.43,1193595.72,44.577246
7943,739.81,0.00,739.81,24.46,1194335.53,44.604876
7443,739.71,0.00,739.71,24.48,1195075.24,44.632501
1417,739.62,0.00,739.62,24.50,1195814.86,44.660124
4759,739.61,0.00,739.61,24.52,1196554.47,44.687746
5577,739.59,0.00,739.59,24.54,1197294.06,44.715368
4158,739.55,0.00,739.55,24.56,1198033.61,44.742988
5112,739.48,0.00,739.48,24.58,1198773.09,44.770605
3324,739.39,0.00,739.39,24.60,1199512.48,44.798219
8701,739.09,0.00,739.09,24.62,1200251.57,44.825822
5952,739.05,0.00,739.05,24.65,1200990.62,44.853423
6188,738.82,0.00,738.82,24.67,1201729.44,44.881016
5657,738.77,0.00,738.77,24.69,1202468.21,44.908607
84,738.70,0.00,738.70,24.71,1203206.91,44.936195
465,738.50,0.00,738.50,24.73,1203945.41,44.963776
5528,738.33,0.00,738.33,24.75,1204683.74,44.991350
666,738.30,0.00,738.30,24.77,1205422.04,45.018924
3786,738.29,0.00,738.29,24.79,1206160.33,45.046497
5327,737.46,0.00,737.46,24.82,1206897.79,45.074039
901,737.40,0.00,737.40,24.84,1207635.19,45.101578
9820,736.95,0.00,736.95,24.86,1208372.14,45.129101
12748,736.41,0.00,736.41,24.88,1209108.55,45.156604
9232,735.87,0.00,735.87,24.90,1209844.42,45.184086
4443,735.85,0.00,735.85,24.92,1210580.27,45.211568
3864,734.00,0.00,734.00,24.94,1211314.27,45.238981
8853,733.72,0.00,733.72,24.96,1212047.99,45.266383
567,733.49,0.00,733.49,24.98,1212781.48,45.293777
6718,733.26,0.00,733.26,25.01,1213514.74,45.321162
1333,732.90,0.00,732.90,25.03,1214247.64,45.348534
7582,732.79,0.00,732.79,25.05,1214980.43,45.375901
3202,732.56,0.00,732.56,25.07,1215712.99,45.403260
3633,732.50,0.00,732.50,25.09,1216445.49,45.430617
2379,732.45,0.00,732.45,25.11,1217177.94,45.457972
4881,732.30,0.00,732.30,25.13,1217910.24,45.485321
2422,732.11,0.00,732.11,25.15,1218642.35,45.512663
2616,731.97,0.00,731.97,25.17,1219374.32,45.540000
293,731.68,0.00,731.68,25.20,1220106.00,45.567326
2682,731.34,0.00,731.34,25.22,1220837.34,45.594639
673,730.64,0.00,730.64,25.24,1221567.98,45.621926
4045,730.61,0.00,730.61,25.26,1222298.59,45.649213
7879,730.22,0.00,730.22,25.28,1223028.81,45.676484
2385,729.80,0.00,729.80,25.30,1223758.61,45.703740
9170,729.60,0.00,729.60,25.32,1224488.21,45.730988
147,729.14,0.00,729.14,25.34,1225217.35,45.758220
10357,729.13,0.00,729.13,25.36,1225946.48,45.785450
6483,729.04,0.00,729.04,25.39,1226675.52,45.812678
586,727.94,0.00,727.94,25.41,1227403.46,45.839864
7384,727.35,0.00,727.35,25.43,1228130.81,45.867029
2277,727.22,0.00,727.22,25.45,1228858.03,45.894188
8920,726.96,0.00,726.96,25.47,1229584.99,45.921338
1453,726.38,0.00,726.38,25.49,1230311.37,45.948466
3704,726.38,0.00,726.38,25.51,1231037.75,45.975594
1180,726.26,0.00,726.26,25.53,1231764.01,46.002718
2430,726.17,0.00,726.17,25.55,1232490.18,46.029838
7388,725.95,0.00,725.95,25.58,1233216.13,46.056950
6426,725.84,0.00,725.84,25.60,1233941.97,46.084058
1169,725.46,0.00,725.46,25.62,1234667.43,46.111152
953,725.07,0.00,725.07,25.64,1235392.50,46.138231
5756,724.23,0.00,724.23,25.66,1236116.73,46.165279
4475,723.70,0.00,723.70,25.68,1236840.43,46.192307
2244,723.68,0.00,723.68,25.70,1237564.11,46.219334
5047,723.67,0.00,723.67,25.72,1238287.78,46.246361
5686,723.64,0.00,723.64,25.75,1239011.42,46.273387
4716,723.56,0.00,723.56,25.77,1239734.98,46.300410
1879,723.38,0.00,723.38,25.79,1240458.36,46.327426
10390,723.35,0.00,723.35,25.81,1241181.71,46.354441
4212,723.05,0.00,723.05,25.83,1241904.76,46.381445
7525,722.96,0.00,722.96,25.85,1242627.72,46.408445
4687,721.55,0.00,721.55,25.87,1243349.27,46.435393
380,720.69,0.00,720.69,25.89,1244069.96,46.462308
2128,720.46,0.00,720.46,25.91,1244790.42,46.489215
3359,720.33,0.00,720.33,25.94,1245510.75,46.516118
9157,720.27,0.00,720.27,25.96,1246231.02,46.543018
5500,720.10,0.00,720.10,25.98,1246951.12,46.569911
7658,719.95,0.00,719.95,26.00,1247671.07,46.596799
6075,719.78,0.00,719.78,26.02,1248390.85,46.623681
2909,719.65,0.00,719.65,26.04,1249110.50,46.650558
1129,719.56,0.00,719.56,26.06,1249830.06,46.677431
3468,719.29,0.00,719.29,26.08,1250549.35,46.704294
8510,719.12,0.00,719.12,26.10,1251268.47,46.731151
11962,718.94,0.00,718.94,26.13,1251987.41,46.758002
6069,718.84,0.00,718.84,26.15,1252706.25,46.784848
2452,718.83,0.00,718.83,26.17,1253425.08,46.811694
3239,718.79,0.00,718.79,26.19,1254143.87,46.838539
273,718.48,0.00,718.48,26.21,1254862.35,46.865372
3276,718.35,0.00,718.35,26.23,1255580.70,46.892200
10098,718.34,0.00,718.34,26.25,1256299.04,46.919028
1960,718.10,0.00,718.10,26.27,1257017.14,46.945847
3838,718.07,0.00,718.07,26.29,1257735.21,46.972665
5251,717.89,0.00,717.89,26.32,1258453.10,46.999476
2173,717.76,0.00,717.76,26.34,1259170.86,47.026282
11156,717.37,0.00,717.37,26.36,1259888.23,47.053074
7155,717.33,0.00,717.33,26.38,1260605.56,47.079864
9490,717.22,0.00,717.22,26.40,1261322.78,47.106650
4575,717.11,0.00,717.11,26.42,1262039.89,47.133432
6090,717.06,0.00,717.06,26.44,1262756.95,47.160212
10646,716.97,0.00,716.97,26.46,1263473.92,47.186988
10394,716.58,0.00,716.58,26.48,1264190.50,47.213751
1062,716.27,0.00,716.27,26.51,1264906.77,47.240501
5341,716.10,0.00,716.10,26.53,1265622.87,47.267245
5942,716.06,0.00,716.06,26.55,1266338.93,47.293988
12316,716.01,0.00,716.01,26.57,1267054.94,47.320729
10649,715.41,0.00,715.41,26.59,1267770.35,47.347447
1872,715.24,0.00,715.24,26.61,1268485.59,47.374159
2027,715.13,0.00,715.13,26.63,1269200.72,47.400867
8604,714.81,0.00,714.81,26.65,1269915.53,47.427563
962,714.64,0.00,714.64,26.68,1270630.17,47.454253
6222,714.23,0.00,714.23,26.70,1271344.40,47.480927
1657,714.22,0.00,714.22,26.72,1272058.62,47.507601
7778,714.15,0.00,714.15,26.74,1272772.77,47.534273
7312,714.06,0.00,714.06,26.76,1273486.83,47.560941
7628,713.99,0.00,713.99,26.78,1274200.82,47.587606
2389,713.93,0.00,713.93,26.80,1274914.75,47.614269
10556,713.75,0.00,713.75,26.82,1275628.50,47.640926
8314,713.72,0.00,713.72,26.84,1276342.22,47.667581
5041,713.31,0.00,713.31,26.87,1277055.53,47.694221
9256,713.20,0.00,713.20,26.89,1277768.73,47.720857
2653,712.95,0.00,712.95,26.91,1278481.68,47.747484
1063,712.43,0.00,712.43,26.93,1279194.11,47.774091
4207,712.41,0.00,712.41,26.95,1279906.52,47.800697
9183,712.32,0.00,712.32,26.97,1280618.84,47.827300
883,712.26,0.00,712.26,26.99,1281331.10,47.853901
3879,712.23,0.00,712.23,27.01,1282043.33,47.880501
6922,712.05,0.00,712.05,27.03,1282755.38,47.907094
5571,711.89,0.00,711.89,27.06,1283467.27,47.933681
7126,711.32,0.00,711.32,27.08,1284178.59,47.960246
4174,711.14,0.00,711.14,27.10,1284889.73,47.986805
9312,710.84,0.00,710.84,27.12,1285600.57,48.013353
4567,710.82,0.00,710.82,27.14,1286311.39,48.039900
1031,710.62,0.00,710.62,27.16,1287022.01,48.066440
10024,710.56,0.00,710.56,27.18,1287732.57,48.092977
4601,710.50,0.00,710.50,27.20,1288443.07,48.119512
5211,709.82,0.00,709.82,27.22,1289152.89,48.146022
701,709.81,0.00,709.81,27.25,1289862.70,48.172531
2910,709.29,0.00,709.29,27.27,1290571.99,48.199021
7614,709.01,0.00,709.01,27.29,1291281.00,48.225500
2516,708.75,0.00,708.75,27.31,1291989.75,48.251970
8239,708.55,0.00,708.55,27.33,1292698.30,48.278432
9602,708.28,0.00,708.28,27.35,1293406.58,48.304884
6797,708.08,0.00,708.08,27.37,1294114.66,48.331329
1152,707.86,0.00,707.86,27.39,1294822.52,48.357765
4107,707.60,0.00,707.60,27.41,1295530.12,48.384192
5199,707.45,0.00,707.45,27.44,1296237.57,48.410613
4366,707.42,0.00,707.42,27.46,1296944.99,48.437033
2284,707.07,0.00,707.07,27.48,1297652.06,48.463440
3825,706.36,0.00,706.36,27.50,1298358.42,48.489821
4755,706.26,0.00,706.26,27.52,1299064.68,48.516197
5591,706.15,0.00,706.15,27.54,1299770.83,48.542570
911,705.75,0.00,705.75,27.56,1300476.58,48.568928
1330,705.72,0.00,705.72,27.58,1301182.30,48.595284
10754,705.36,0.00,705.36,27.61,1301887.66,48.621627
3608,705.11,0.00,705.11,27.63,1302592.77,48.647961
739,704.67,0.00,704.67,27.65,1303297.44,48.674278
8849,704.62,0.00,704.62,27.67,1304002.06,48.700594
381,704.35,0.00,704.35,27.69,1304706.41,48.726899
3640,704.11,0.00,704.11,27.71,1305410.52,48.753196
9296,703.79,0.00,703.79,27.73,1306114.31,48.779480
1636,703.59,0.00,703.59,27.75,1306817.90,48.805757
2998,703.58,0.00,703.58,27.77,1307521.48,48.832034
2807,703.52,0.00,703.52,27.80,1308225.00,48.858308
5736,703.29,0.00,703.29,27.82,1308928.29,48.884574
4834,703.22,0.00,703.22,27.84,1309631.51,48.910837
6884,703.05,0.00,703.05,27.86,1310334.56,48.937094
7214,702.32,0.00,702.32,27.88,1311036.88,48.963323
212,702.24,0.00,702.24,27.90,1311739.12,48.989550
5293,701.25,0.00,701.25,27.92,1312440.37,49.015740
4883,701.20,0.00,701.20,27.94,1313141.57,49.041927
7281,701.18,0.00,701.18,27.96,1313842.75,49.068114
3184,700.97,0.00,700.97,27.99,1314543.72,49.094293
2456,700.89,0.00,700.89,28.01,1315244.61,49.120470
7867,700.57,0.00,700.57,28.03,1315945.18,49.146634
3313,700.25,0.00,700.25,28.05,1316645.43,49.172786
2059,700.20,0.00,700.20,28.07,1317345.63,49.198936
3012,699.99,0.00,699.99,28.09,1318045.62,49.225079
1523,699.89,0.00,699.89,28.11,1318745.51,49.251218
3951,699.87,0.00,699.87,28.13,1319445.38,49.277356
12363,699.69,0.00,699.69,28.15,1320145.07,49.303487
3965,699.13,0.00,699.13,28.18,1320844.20,49.329598
5667,699.10,0.00,699.10,28.20,1321543.30,49.355707
9233,698.89,0.00,698.89,28.22,1322242.19,49.381808
4691,698.89,0.00,698.89,28.24,1322941.08,49.407910
8153,698.73,0.00,698.73,28.26,1323639.81,49.434005
278,698.58,0.00,698.58,28.28,1324338.39,49.460095
65,698.57,0.00,698.57,28.30,1325036.96,49.486185
1612,698.35,0.00,698.35,28.32,1325735.31,49.512266
6291,698.23,0.00,698.23,28.34,1326433.54,49.538343
2060,698.07,0.00,698.07,28.37,1327131.61,49.564414
6232,697.93,0.00,697.93,28.39,1327829.54,49.590479
4765,697.88,0.00,697.88,28.41,1328527.42,49.616543
2324,697.32,0.00,697.32,28.43,1329224.74,49.642586
9141,697.17,0.00,697.17,28.45,1329921.91,49.668623
628,696.06,0.00,696.06,28.47,1330617.97,49.694619
3120,696.00,0.00,696.00,28.49,1331313.97,49.720612
910,695.97,0.00,695.97,28.51,1332009.94,49.746605
784,695.88,0.00,695.88,28.54,1332705.82,49.772594
10954,695.74,0.00,695.74,28.56,1333401.56,49.798578
3922,695.40,0.00,695.40,28.58,1334096.96,49.824549
6721,695.28,0.00,695.28,28.60,1334792.24,49.850515
2991,695.22,0.00,695.22,28.62,1335487.46,49.876480
2326,693.61,0.00,693.61,28.64,1336181.07,49.902384
5712,693.22,0.00,693.22,28.66,1336874.29,49.928274
699,693.21,0.00,693.21,28.68,1337567.50,49.954163
9893,692.52,0.00,692.52,28.70,1338260.02,49.980027
9453,692.10,0.00,692.10,28.73,1338952.12,50.005874
4387,691.66,0.00,691.66,28.75,1339643.78,50.031706
2777,691.38,0.00,691.38,28.77,1340335.16,50.057527
541,691.29,0.00,691.29,28.79,1341026.45,50.083345
8727,691.10,0.00,691.10,28.81,1341717.55,50.109155
4159,690.41,0.00,690.41,28.83,1342407.96,50.134940
77,690.12,0.00,690.12,28.85,1343098.08,50.160714
3410,690.11,0.00,690.11,28.87,1343788.19,50.186487
4647,690.11,0.00,690.11,28.89,1344478.30,50.212261
904,689.84,0.00,689.84,28.92,1345168.14,50.238024
768,689.78,0.00,689.78,28.94,1345857.92,50.263786
11493,689.50,0.00,689.50,28.96,1346547.42,50.289536
4859,689.42,0.00,689.42,28.98,1347236.84,50.315284
6468,689.35,0.00,689.35,29.00,1347926.19,50.341029
11419,689.22,0.00,689.22,29.02,1348615.41,50.366770
5060,689.19,0.00,689.19,29.04,1349304.60,50.392509
50,688.81,0.00,688.81,29.06,1349993.41,50.418234
6812,688.22,0.00,688.22,29.08,1350681.63,50.443937
7640,688.10,0.00,688.10,29.11,1351369.73,50.469635
2949,687.98,0.00,687.98,29.13,1352057.71,50.495329
2840,687.79,0.00,687.79,29.15,1352745.50,50.521016
5633,687.60,0.00,687.60,29.17,1353433.10,50.546696
